CHR,GeneName,TranscriptId,allhetRA,sum_homAA,homAlt_aaf,comp_het,compHet_aaf,sum_KO,inExternalDataset
12,KLRC1,ENST00000359151,195,1,5.91E-05,0,0,1,TRUE
12,KLRC3,ENST00000396439,12758,593,0.006893249,6,6.28E-06,599,TRUE
12,KLRF2,ENST00000535540,864,1,0.000101676,0,0,1,TRUE
7,KLRG2,ENST00000340940,3323,10,0.001385522,10,1.05E-05,20,TRUE
12,KLRK1,ENST00000240618,593,1,2.34E-05,0,0,1,TRUE
1,KMO,ENST00000366559,158,1,1.42E-05,0,0,1,FALSE
11,KMT5B,ENST00000304363,149,1,6.82E-05,0,0,1,FALSE
1,KNCN,ENST00000481882,965,4,0.000410426,0,0,4,TRUE
10,KNDC1,ENST00000304613,681,1,2.03E-06,0,0,1,FALSE
16,KNOP1,ENST00000219837,440,1,6.10E-06,0,0,1,FALSE
15,KNSTRN,ENST00000249776,842,1,2.03E-06,0,0,1,FALSE
7,KPNA7,ENST00000327442,1276,1,6.86E-05,0,0,1,TRUE
1,KPRP,ENST00000606109,3478,39,0.001801591,3,3.14E-06,42,TRUE
12,KRR1,ENST00000229214,411,1,8.14E-05,0,0,1,FALSE
17,KRT15,ENST00000254043,557,1,9.66E-06,0,0,1,FALSE
17,KRT16,ENST00000301653,1719,5,0.000423968,0,0,5,FALSE
17,KRT20,ENST00000167588,701,3,0.000159649,0,0,3,TRUE
17,KRT222,ENST00000394052,1313,3,0.000407188,0,0,3,FALSE
17,KRT24,ENST00000264651,450843,3,0.000266959,0,0,3,TRUE
17,KRT26,ENST00000335552,2991,11,0.000940451,0,0,11,TRUE
17,KRT27,ENST00000301656,3679,103,0.001751768,0,0,103,TRUE
12,KRT3,ENST00000417996,681,2,4.58E-06,0,0,2,TRUE
17,KRT31,ENST00000251645,43950,1,3.05E-06,0,0,1,FALSE
17,KRT32,ENST00000225899,493,2,4.07E-06,0,0,2,FALSE
17,KRT33A,ENST00000007735,638,3,0.00015708,0,0,3,TRUE
17,KRT33B,ENST00000251646,739,3,0.000220623,0,0,3,TRUE
17,KRT35,ENST00000393989,501,3,1.73E-05,0,0,3,FALSE
17,KRT36,ENST00000328119,6609,28,0.002498127,10,1.05E-05,38,TRUE
17,KRT37,ENST00000225550,343,1,3.56E-06,0,0,1,FALSE
17,KRT38,ENST00000246646,2146,7,0.000861652,0,0,7,TRUE
17,KRT39,ENST00000355612,795,2,2.54E-05,0,0,2,FALSE
12,KRT4,ENST00000551956,698,4,6.76E-05,0,0,4,TRUE
12,KRT7,ENST00000331817,685,1,0.00020946,0,0,1,FALSE
12,KRT72,ENST00000293745,639,1,0.000141829,0,0,1,FALSE
12,KRT73,ENST00000305748,858,3,6.41E-05,0,0,3,TRUE
12,KRT74,ENST00000305620,2321,7,0.000972694,0,0,7,TRUE
12,KRT75,ENST00000252245,2081,2,0.000831153,0,0,2,TRUE
12,KRT76,ENST00000332411,15875,93,0.007836324,4,4.19E-06,97,TRUE
12,KRT77,ENST00000341809,2325,34,0.000941978,0,0,34,TRUE
12,KRT81,ENST00000327741,2286,5,0.001077204,0,0,5,TRUE
12,KRT82,ENST00000257974,7763,15,0.003518797,3,3.14E-06,18,TRUE
12,KRT83,ENST00000293670,46998,3,7.88E-05,3,3.14E-06,6,TRUE
12,KRT84,ENST00000257951,4126,46,0.001738708,13,1.36E-05,59,TRUE
17,KRTAP1-1,ENST00000306271,301640,12,0.002375007,0,0,12,TRUE
21,KRTAP10-11,ENST00000334670,1702,7,0.000696967,0,0,7,TRUE
21,KRTAP12-3,ENST00000397907,204,1,9.56E-05,0,0,1,FALSE
21,KRTAP20-2,ENST00000330798,198,1,4.07E-06,0,0,1,FALSE
21,KRTAP21-2,ENST00000333892,4240,10,0.002163536,0,0,10,TRUE
21,KRTAP27-1,ENST00000382835,11,0,NA,3,3.14E-06,3,FALSE
17,KRTAP4-5,ENST00000343246,14967,507,0.008111938,300,0.00031413,807,TRUE
11,KRTAP5-10,ENST00000398531,260,1,2.95E-05,0,0,1,FALSE
17,KRTAP9-1,ENST00000398470,3561,32,0.001604353,0,0,32,TRUE
17,KRTAP9-2,ENST00000377721,399,1,0.000188597,0,0,1,TRUE
17,KRTAP9-3,ENST00000411528,26,4,7.63E-06,0,0,4,TRUE
2,KRTCAP3,ENST00000288873,1889,2,0.000797657,0,0,2,TRUE
14,KTN1,ENST00000395314,378,1,2.03E-06,0,0,1,FALSE
1,KYAT3,ENST00000260508,1473,4,0.000251137,0,0,4,TRUE
1,L1TD1,ENST00000498273,557,0,NA,4,4.19E-06,4,TRUE
14,L3HYPDH,ENST00000247194,416,2,2.59E-05,0,0,2,TRUE
20,L3MBTL1,ENST00000418998,1591,4,0.000267392,0,0,4,FALSE
8,LACTB2,ENST00000276590,165,1,1.47E-05,0,0,1,TRUE
1,LACTBL1,ENST00000426928,34557,2,7.52E-05,0,0,2,TRUE
19,LAIR1,ENST00000391742,916,4,0.000293836,0,0,4,TRUE
19,LAIR2,ENST00000301202,72964,7,0.00024045,0,0,7,TRUE
18,LAMA3,ENST00000313654,2297,2,0.000136282,0,0,2,FALSE
6,LAMA4,ENST00000230538,850,1,2.75E-05,0,0,1,FALSE
7,LAMB4,ENST00000388781,21889,135,0.010397516,18,1.89E-05,153,TRUE
20,LAMP5,ENST00000246070,278,1,5.08E-06,0,0,1,FALSE
2,LANCL1,ENST00000450366,330,2,4.98E-05,0,0,2,TRUE
4,LAP3,ENST00000226299,316,1,1.02E-06,0,0,1,FALSE
11,LARGE2,ENST00000401752,2037,10,0.000521567,0,0,10,TRUE
4,LARP1B,ENST00000326639,720,2,3.56E-06,0,0,2,TRUE
5,LARS1,ENST00000394434,802,1,0.000115909,0,0,1,FALSE
11,LAYN,ENST00000375614,550,1,1.88E-05,0,0,1,TRUE
11,LBHD1,ENST00000532208,346,1,3.87E-05,0,0,1,FALSE
20,LBP,ENST00000217407,1976,4,0.000314674,0,0,4,TRUE
21,LCA5L,ENST00000358268,944,0,NA,2,2.09E-06,2,TRUE
1,LCE4A,ENST00000368777,7,0,NA,3,3.14E-06,3,FALSE
15,LCMT2,ENST00000305641,1703,1,0.000168772,0,0,1,FALSE
9,LCN10,ENST00000497771,270013,8,0.000226748,0,0,8,TRUE
9,LCN12,ENST00000371633,701,2,0.000232316,0,0,2,TRUE
9,LCN15,ENST00000316144,251,1,2.91E-05,0,0,1,TRUE
9,LCN2,ENST00000277480,536,1,0.0001897,0,0,1,FALSE
9,LCN6,ENST00000341206,664,3,0.000282225,0,0,3,TRUE
9,LCN9,ENST00000277526,812,2,0.000320265,0,0,2,TRUE
9,LCNL1,ENST00000408973,589,1,7.47E-05,2,2.09E-06,3,FALSE
5,LCP2,ENST00000046794,189,1,3.56E-05,0,0,1,FALSE
15,LCTL,ENST00000341509,601,1,7.12E-06,0,0,1,FALSE
11,LDHA,ENST00000422447,1929,2,0.000858154,0,0,2,FALSE
11,LDHAL6A,ENST00000280706,3928,11,0.001676547,0,0,11,TRUE
12,LDHB,ENST00000350669,17611,662,0.009609698,3,3.14E-06,665,TRUE
11,LDHC,ENST00000541669,266,1,4.83E-05,0,0,1,FALSE
19,LDLR,ENST00000558518,397,1,1.02E-06,0,0,1,TRUE
1,LDLRAD1,ENST00000371360,4474,26,0.002082203,35,3.67E-05,61,TRUE
5,LECT2,ENST00000274507,577,1,1.02E-06,0,0,1,TRUE
1,LEFTY1,ENST00000272134,357,1,0.000108279,0,0,1,TRUE
3,LEKR1,ENST00000356539,28526,3,0.000127817,0,0,3,TRUE
1,LEMD1,ENST00000367153,825,1,0.000240508,0,0,1,TRUE
19,LENG9,ENST00000611161,53,0,NA,4,4.19E-06,4,FALSE
8,LETM2,ENST00000379957,2129,9,0.000667221,4,4.19E-06,13,TRUE
1,LEXM,ENST00000358193,20128,120,0.009850012,35,3.67E-05,155,TRUE
11,LGALS12,ENST00000394618,2067,3,0.000511435,0,0,3,TRUE
19,LGALS13,ENST00000221797,2808,22,0.001290723,0,0,22,TRUE
17,LGALS3BP,ENST00000262776,770,3,0.000239056,0,0,3,TRUE
19,LGALS4,ENST00000307751,597,1,8.74E-05,0,0,1,FALSE
1,LGALS8,ENST00000366584,1364,1,6.00E-05,0,0,1,TRUE
17,LGALS9,ENST00000395473,426,1,2.54E-06,0,0,1,TRUE
17,LGALS9B,ENST00000324290,72,12,4.47E-05,0,0,12,TRUE
17,LGALS9C,ENST00000328114,5,4,6.61E-06,0,0,4,TRUE
10,LHPP,ENST00000368842,497,1,1.53E-06,0,0,1,FALSE
19,LILRA1,ENST00000251372,2384,1,0.001039574,0,0,1,FALSE
19,LILRA5,ENST00000432233,451,1,4.22E-05,0,0,1,FALSE
19,LILRB1,ENST00000396315,2397,5,0.001001954,0,0,5,TRUE
19,LILRB2,ENST00000314446,279,1,2.54E-06,0,0,1,TRUE
19,LILRB3,ENST00000391750,69,1,2.54E-06,0,0,1,TRUE
19,LILRB4,ENST00000391736,1843,1,0.000491582,0,0,1,FALSE
4,LIMCH1,ENST00000503057,2185,6,0.000488477,0,0,6,TRUE
2,LIMS2,ENST00000355119,656,1,0.000128636,0,0,1,FALSE
1,LINGO4,ENST00000368820,635,1,2.59E-05,0,0,1,TRUE
15,LIPC,ENST00000299022,1227,2,1.32E-05,0,0,2,FALSE
19,LIPE,ENST00000244289,1401,1,4.07E-06,0,0,1,TRUE
10,LIPF,ENST00000238983,758,1,0.000118954,0,0,1,FALSE
3,LIPH,ENST00000296252,399,1,2.64E-05,0,0,1,TRUE
10,LIPJ,ENST00000371939,19033,445,0.009999949,0,0,445,TRUE
10,LIPK,ENST00000404190,1908,3,8.85E-05,0,0,3,TRUE
10,LIPM,ENST00000404743,9414,33,0.004515688,6,6.28E-06,39,TRUE
10,LIPN,ENST00000404459,619,1,1.53E-06,0,0,1,FALSE
5,LIX1,ENST00000274382,966,1,0.000324328,0,0,1,TRUE
12,LLPH,ENST00000266604,4759,5,0.002385431,0,0,5,TRUE
15,LMAN1L,ENST00000309664,9267,74,0.004148504,4,4.19E-06,78,TRUE
3,LMCD1,ENST00000157600,140,1,3.05E-06,0,0,1,TRUE
16,LMF1,ENST00000262301,866,1,1.27E-05,0,0,1,FALSE
22,LMF2,ENST00000474879,1279,2,0.000113884,4,4.19E-06,6,TRUE
3,LMLN,ENST00000420910,691,1,0.000107771,2,2.09E-06,3,TRUE
5,LMNB1,ENST00000261366,1487,9,0.000729525,0,0,9,TRUE
11,LMNTD2,ENST00000329451,2097,5,0.000275026,0,0,5,TRUE
11,LMO2,ENST00000257818,199,1,4.08E-06,0,0,1,FALSE
13,LMO7,ENST00000377534,4574,3,0.001601934,0,0,3,TRUE
7,LMTK2,ENST00000297293,253,1,8.64E-06,0,0,1,FALSE
4,LNX1,ENST00000263925,1243,0,NA,2,2.09E-06,2,TRUE
16,LONP2,ENST00000285737,2601,3,0.000597825,0,0,3,TRUE
18,LOXHD1,ENST00000536736,3581,2,0.000937394,2,2.09E-06,4,TRUE
8,LOXL2,ENST00000389131,1060,2,1.93E-05,0,0,2,FALSE
10,LOXL4,ENST00000260702,1348,4,0.000147438,0,0,4,TRUE
6,LPA,ENST00000316300,95559,11,0.002133559,12,1.26E-05,23,TRUE
1,LPAR3,ENST00000370611,197,1,1.27E-05,0,0,1,FALSE
16,LPCAT2,ENST00000262134,364,1,4.42E-05,0,0,1,FALSE
2,LPIN1,ENST00000674199,1226,8,0.000275742,0,0,8,TRUE
20,LPIN3,ENST00000373257,4542,9,0.001078257,6,6.28E-06,15,TRUE
17,LPO,ENST00000262290,4224,6,0.001809283,2,2.09E-06,8,TRUE
4,LRBA,ENST00000651943,747,1,3.00E-05,0,0,1,TRUE
7,LRGUK,ENST00000285928,1002,4,0.000146405,0,0,4,TRUE
12,LRIG3,ENST00000320743,593,1,1.02E-06,0,0,1,TRUE
10,LRIT1,ENST00000372105,935,1,0.000123021,2,2.09E-06,3,FALSE
10,LRIT2,ENST00000372113,1218,1,0.000392447,0,0,1,FALSE
4,LRIT3,ENST00000594814,184,1,2.03E-06,0,0,1,FALSE
10,LRMDA,ENST00000611255,794,1,5.29E-05,0,0,1,FALSE
12,LRMP,ENST00000354454,796,2,9.76E-05,0,0,2,FALSE
14,LRP10,ENST00000359591,727,1,0.000219616,0,0,1,FALSE
6,LRP11,ENST00000239367,266,2,2.69E-05,0,0,2,FALSE
4,LRP2BP,ENST00000328559,507,1,2.54E-06,0,0,1,FALSE
22,LRP5L,ENST00000610821,2041,32,0.000965356,4,4.19E-06,36,TRUE
10,LRRC20,ENST00000355790,218,1,3.05E-06,0,0,1,FALSE
12,LRRC23,ENST00000443597,468,1,4.63E-05,0,0,1,FALSE
10,LRRC27,ENST00000368614,2069,17,0.000569354,2,2.09E-06,19,TRUE
16,LRRC29,ENST00000393992,20795,1,3.00E-05,0,0,1,TRUE
3,LRRC31,ENST00000316428,10592,235,0.005455405,3,3.14E-06,238,TRUE
3,LRRC34,ENST00000446859,6571,97,0.003086752,4,4.19E-06,101,TRUE
16,LRRC36,ENST00000329956,1025,2,4.22E-05,0,0,2,TRUE
17,LRRC37B,ENST00000394713,2020,1,0.00091617,0,0,1,TRUE
1,LRRC38,ENST00000376085,1441,2,0.000686278,0,0,2,FALSE
1,LRRC39,ENST00000370137,1233,2,0.000374145,0,0,2,TRUE
1,LRRC42,ENST00000371370,1219,3,0.000303534,0,0,3,FALSE
12,LRRC43,ENST00000339777,2074,3,0.000519023,0,0,3,TRUE
17,LRRC46,ENST00000269025,754,1,9.30E-05,0,0,1,TRUE
1,LRRC52,ENST00000294818,352,1,8.39E-05,0,0,1,FALSE
11,LRRC56,ENST00000270115,639,1,1.02E-06,0,0,1,TRUE
7,LRRC61,ENST00000359623,369,1,4.07E-06,0,0,1,FALSE
8,LRRC69,ENST00000448384,32718,5,0.000189215,0,0,5,TRUE
1,LRRC7,ENST00000651989,592,1,0.000284174,0,0,1,FALSE
5,LRRC70,ENST00000334994,1154,6,0.000171315,0,0,6,TRUE
1,LRRC71,ENST00000337428,5668,29,0.002417464,3,3.14E-06,32,TRUE
7,LRRC72,ENST00000401542,1329,4,0.000435626,0,0,4,FALSE
17,LRRC75A,ENST00000470794,132,1,1.02E-06,0,0,1,FALSE
22,LRRC75B,ENST00000318753,509,3,0.000208426,0,0,3,TRUE
7,LRRD1,ENST00000458448,3420,1,0.000695933,4,4.19E-06,5,TRUE
3,LRRFIP2,ENST00000336686,1229,2,2.08E-05,0,0,2,TRUE
12,LRRIQ1,ENST00000393217,391818,2,0.000478373,2,2.09E-06,4,TRUE
1,LRRIQ3,ENST00000354431,2730,4,0.000516594,2,2.09E-06,6,TRUE
3,LRRIQ4,ENST00000340806,519,1,1.73E-05,0,0,1,FALSE
12,LRRK2,ENST00000298910,2319,1,2.54E-06,2,2.09E-06,3,TRUE
9,LRSAM1,ENST00000323301,642,1,3.56E-06,0,0,1,FALSE
3,LRTM1,ENST00000273286,6647,20,0.003261585,6,6.28E-06,26,TRUE
11,LRTOMT,ENST00000447974,769,1,0.00028925,0,0,1,FALSE
19,LSR,ENST00000621372,3910,4,0.001637393,0,0,4,TRUE
14,LTB4R2,ENST00000533293,243,2,5.59E-06,0,0,2,TRUE
14,LTBP2,ENST00000261978,802,3,1.93E-05,2,2.09E-06,5,TRUE
19,LTBP4,ENST00000396819,467,1,4.58E-06,0,0,1,FALSE
5,LTC4S,ENST00000292596,4805,9,0.002397927,0,0,9,TRUE
3,LTF,ENST00000231751,2620,4,0.00053987,3,3.14E-06,7,TRUE
15,LTK,ENST00000263800,5764,10,0.00200139,22,2.30E-05,32,TRUE
21,LTN1,ENST00000361371,3095,5,0.001413936,0,0,5,TRUE
5,LVRN,ENST00000357872,2137,1,9.30E-05,0,0,1,TRUE
3,LXN,ENST00000264265,853,5,7.52E-05,0,0,5,TRUE
6,LY6G5B,ENST00000375864,151,1,3.97E-05,0,0,1,FALSE
2,LY75,ENST00000263636,6275,13,0.002247407,5,5.24E-06,18,TRUE
2,LY75-CD302,ENST00000504764,7337,14,0.002597668,8,8.38E-06,22,TRUE
6,LY86,ENST00000230568,1529,1,0.000459571,0,0,1,TRUE
1,LY9,ENST00000263285,2778,3,0.000415363,0,0,3,TRUE
2,LYG1,ENST00000308528,2119,4,0.000774218,0,0,4,TRUE
19,LYPD3,ENST00000244333,951,1,2.03E-06,0,0,1,TRUE
2,LYPD6,ENST00000334166,1351,6,0.000483978,0,0,6,FALSE
1,LYPLAL1,ENST00000366928,423,2,6.76E-05,0,0,2,FALSE
10,LYZL2,ENST00000647634,1268,21,0.00061866,3,3.14E-06,24,TRUE
2,M1AP,ENST00000290536,6664,12,0.003146681,0,0,12,TRUE
1,MAB21L3,ENST00000369500,897,1,9.00E-05,0,0,1,TRUE
7,MACC1,ENST00000400331,1368,3,9.40E-05,2,2.09E-06,5,TRUE
23,MAGEC3,ENST00000298296,859,1,0.000118446,0,0,1,TRUE
23,MAGIX,ENST00000595224,880,1,0.000390935,0,0,1,TRUE
2,MAIP1,ENST00000295079,6192,67,0.003065408,0,0,67,TRUE
6,MAK,ENST00000354489,666,1,1.02E-06,0,0,1,FALSE
10,MALRD1,ENST00000454679,9727,29,0.002837661,27,2.83E-05,56,TRUE
9,MAMDC4,ENST00000317446,9948,22,0.002859479,33,3.46E-05,55,TRUE
1,MAN1C1,ENST00000374332,244,1,2.29E-05,0,0,1,FALSE
15,MAN2A2,ENST00000559717,3751,4,0.001705511,0,0,4,TRUE
4,MAN2B2,ENST00000285599,1389,4,0.000101671,0,0,4,TRUE
15,MAN2C1,ENST00000267978,7223,5,0.001876313,8,8.38E-06,13,TRUE
6,MANEA,ENST00000358812,444,2,1.73E-05,0,0,2,FALSE
12,MANSC4,ENST00000381273,272,1,3.97E-05,0,0,1,FALSE
23,MAP3K15,ENST00000338883,3638,2,0.000598418,0,0,2,TRUE
2,MAP3K19,ENST00000392915,2101,0,NA,2,2.09E-06,2,FALSE
6,MAP3K5,ENST00000359015,210,2,3.10E-05,0,0,2,FALSE
1,MAP3K6,ENST00000357582,8626,23,0.003446192,7,7.33E-06,30,TRUE
3,MAP4,ENST00000360240,520,1,0.000106246,0,0,1,FALSE
11,MAP4K2,ENST00000294066,678,1,4.17E-05,0,0,1,FALSE
23,MAP7D3,ENST00000316077,1719,1,0.00067701,0,0,1,TRUE
4,MAP9,ENST00000311277,1129,4,0.000242513,0,0,4,FALSE
22,MAPK12,ENST00000215659,5456,16,0.002267278,0,0,16,TRUE
6,MAPK13,ENST00000211287,4045,10,0.001701996,7,7.33E-06,17,FALSE
8,MAPK15,ENST00000338033,3217,1,0.000409221,0,0,1,TRUE
4,MARCHF1,ENST00000503008,221,2,7.93E-05,0,0,2,FALSE
17,MARCHF10,ENST00000311269,1362,1,4.07E-06,0,0,1,TRUE
10,MARCHF8,ENST00000453424,1025,1,0.000211982,0,0,1,TRUE
1,MARCKSL1,ENST00000329421,44,1,1.02E-06,0,0,1,FALSE
2,MARCO,ENST00000327097,1205,3,9.25E-05,0,0,3,FALSE
16,MARVELD3,ENST00000268485,732,1,2.44E-05,0,0,1,FALSE
1,MASP2,ENST00000400897,1528,2,8.69E-05,0,0,2,TRUE
1,MAST2,ENST00000361297,765,1,1.27E-05,0,0,1,TRUE
5,MAST4,ENST00000403666,1018,0,NA,3,3.14E-06,3,FALSE
1,MATN1,ENST00000373765,234,2,5.08E-06,0,0,2,FALSE
20,MATN4,ENST00000372754,3088,4,0.001222116,0,0,4,TRUE
6,MBOAT1,ENST00000324607,650,2,2.29E-05,0,0,2,FALSE
2,MBOAT2,ENST00000305997,1048,5,0.000458534,0,0,5,FALSE
18,MBP,ENST00000355994,112,1,3.30E-05,0,0,1,FALSE
16,MC1R,ENST00000555147,73,0,NA,11,1.15E-05,11,FALSE
20,MC3R,ENST00000243911,1261,4,0.000559185,0,0,4,FALSE
5,MCC,ENST00000408903,1017,10,0.000291299,0,0,10,TRUE
3,MCCC1,ENST00000265594,927,1,3.51E-05,0,0,1,FALSE
5,MCCC2,ENST00000340941,556,1,6.10E-06,0,0,1,TRUE
19,MCEMP1,ENST00000333598,7273,25,0.003673618,0,0,25,TRUE
3,MCF2L2,ENST00000328913,1404,2,0.000296944,0,0,2,TRUE
22,MCHR1,ENST00000249016,212,1,1.47E-05,0,0,1,FALSE
6,MCM3,ENST00000596288,457,1,3.76E-05,0,0,1,FALSE
8,MCM4,ENST00000649973,708,2,6.00E-05,0,0,2,FALSE
20,MCM8,ENST00000610722,1116,1,1.02E-06,0,0,1,FALSE
6,MCM9,ENST00000316316,589,1,9.15E-06,0,0,1,TRUE
8,MCMDC2,ENST00000422365,2711,3,0.00030248,0,0,3,TRUE
1,MCOLN3,ENST00000370589,750,2,0.000122006,0,0,2,TRUE
8,MCPH1,ENST00000344683,2318,6,0.0003767,0,0,6,TRUE
15,MCTP2,ENST00000357742,2758,9,0.000237449,4,4.19E-06,13,TRUE
6,MCUR1,ENST00000379170,1235,1,0.000187581,0,0,1,TRUE
6,MDC1,ENST00000376406,1027,1,0.000105736,0,0,1,TRUE
2,MDH1B,ENST00000374412,698,4,0.000138784,0,0,4,FALSE
12,MDM1,ENST00000303145,1244,1,1.02E-05,0,0,1,FALSE
6,ME1,ENST00000369705,12327,54,0.005934296,4,4.19E-06,58,TRUE
16,MEAK7,ENST00000343629,3073,2,0.00039092,0,0,2,TRUE
19,MED16,ENST00000325464,2077,0,NA,4,4.19E-06,4,TRUE
17,MED24,ENST00000394128,1080,1,7.02E-05,0,0,1,FALSE
19,MED26,ENST00000263390,685,2,0.000345717,0,0,2,FALSE
13,MEDAG,ENST00000380482,371,1,3.15E-05,0,0,1,TRUE
16,MEFV,ENST00000219596,550,2,2.08E-05,0,0,2,FALSE
15,MEGF11,ENST00000409699,2370,0,NA,3,3.14E-06,3,TRUE
1,MEGF6,ENST00000356575,3027,8,0.00050442,3,3.14E-06,11,TRUE
22,MEI1,ENST00000401548,1164,1,0.000121495,0,0,1,TRUE
6,MEI4,ENST00000602452,1126,1,0.000444806,0,0,1,TRUE
16,MEIOB,ENST00000325962,763,1,1.12E-05,0,0,1,FALSE
9,MELK,ENST00000298048,1334,3,0.000107771,0,0,3,TRUE
3,MELTF,ENST00000296350,3054,2,0.000820478,0,0,2,TRUE
18,MEP1B,ENST00000269202,2598,8,0.00068837,0,0,8,TRUE
2,METAP1D,ENST00000315796,2225,1,0.000874006,0,0,1,TRUE
2,METTL21A,ENST00000426075,1907,1,0.000229925,0,0,1,TRUE
13,METTL21C,ENST00000267273,1241,1,0.000323818,0,0,1,FALSE
16,METTL22,ENST00000381920,1152,2,0.000310603,0,0,2,TRUE
6,METTL24,ENST00000338882,1612,2,0.000700032,0,0,2,TRUE
16,METTL26,ENST00000301686,386,2,6.56E-05,0,0,2,TRUE
17,METTL2A,ENST00000311506,2477,8,0.001121924,0,0,8,TRUE
3,METTL6,ENST00000383790,228,2,3.51E-05,0,0,2,FALSE
12,METTL7B,ENST00000394252,130,0,NA,2,2.09E-06,2,FALSE
2,METTL8,ENST00000612742,2059,5,0.000509372,3,3.14E-06,8,TRUE
1,MFAP2,ENST00000375535,159,1,2.19E-05,0,0,1,FALSE
3,MFN1,ENST00000471841,325,1,4.58E-06,0,0,1,FALSE
22,MFNG,ENST00000356998,650,3,2.80E-05,0,0,3,TRUE
11,MFRP,ENST00000619721,2118,3,0.000166739,0,0,3,TRUE
19,MFSD12,ENST00000355415,3259,0,NA,2,2.09E-06,2,FALSE
17,MFSD6L,ENST00000329805,126,0,NA,4,4.19E-06,4,FALSE
2,MFSD9,ENST00000258436,3875,14,0.001766511,5,5.24E-06,19,TRUE
7,MGAM,ENST00000475668,3959,52,0.000399671,6,6.28E-06,58,TRUE
20,MGME1,ENST00000377710,316,1,4.58E-06,0,0,1,FALSE
12,MGST1,ENST00000396210,1621,9,0.000732067,0,0,9,TRUE
1,MGST3,ENST00000367889,107,1,1.58E-05,0,0,1,FALSE
14,MIA2,ENST00000280082,2379,3,0.000989311,3,3.14E-06,6,TRUE
1,MIB2,ENST00000505820,5485,45,0.002510269,2,2.09E-06,47,TRUE
6,MICA,ENST00000449934,77011,156,0.003247839,0,0,156,TRUE
6,MICAL1,ENST00000358807,3206,4,0.000144892,0,0,4,TRUE
11,MICAL2,ENST00000646065,28473,7,0.00192921,4,4.19E-06,11,TRUE
7,MICALL2,ENST00000297508,1283,1,3.61E-05,0,0,1,TRUE
6,MICB,ENST00000252229,9506,132,0.004793723,5,5.24E-06,137,TRUE
13,MICU2,ENST00000382374,9917,28,0.004494452,3,3.14E-06,31,TRUE
1,MIGA1,ENST00000645526,417,1,2.03E-06,0,0,1,FALSE
1,MIIP,ENST00000235332,1605,1,3.05E-06,0,0,1,TRUE
17,MILR1,ENST00000619286,1510,20,0.00074169,0,0,20,TRUE
1,MINDY1,ENST00000622754,2051,1,0.000579011,2,2.09E-06,3,FALSE
7,MINDY4,ENST00000265299,2125,2,0.000250109,0,0,2,TRUE
22,MIOX,ENST00000216075,684,4,5.90E-05,0,0,4,FALSE
14,MIPOL1,ENST00000327441,1021,1,1.02E-06,0,0,1,TRUE
14,MIS18BP1,ENST00000310806,813,1,6.25E-05,0,0,1,TRUE
19,MISP,ENST00000215582,1346,3,0.00052055,0,0,3,TRUE
2,MITD1,ENST00000289359,311,1,5.29E-05,0,0,1,FALSE
1,MIXL1,ENST00000366810,95,1,8.13E-06,0,0,1,FALSE
10,MKI67,ENST00000368654,1554,2,1.47E-05,0,0,2,TRUE
20,MKKS,ENST00000347364,391,1,1.32E-05,0,0,1,FALSE
19,MKNK2,ENST00000250896,358,2,3.05E-06,0,0,2,FALSE
9,MLANA,ENST00000381477,1091,3,0.000475308,0,0,3,TRUE
14,MLH3,ENST00000355774,1252,1,9.15E-06,0,0,1,TRUE
6,MLIP,ENST00000502396,1008,6,0.000136746,0,0,6,FALSE
16,MLKL,ENST00000308807,11087,41,0.005182885,6,6.28E-06,47,TRUE
16,MLYCD,ENST00000262430,595,1,4.58E-06,0,0,1,FALSE
1,MMACHC,ENST00000401061,2881,0,NA,2,2.09E-06,2,FALSE
7,MMD2,ENST00000401401,299,2,3.20E-05,2,2.09E-06,4,TRUE
1,MMEL1,ENST00000378412,1541,1,2.14E-05,0,0,1,TRUE
11,MMP1,ENST00000315274,31126,13,0.002941682,3,3.14E-06,16,TRUE
11,MMP10,ENST00000279441,42608,16,0.004216381,11,1.15E-05,27,TRUE
11,MMP12,ENST00000571244,497,1,3.00E-05,0,0,1,FALSE
11,MMP13,ENST00000260302,542,1,5.09E-06,0,0,1,FALSE
12,MMP19,ENST00000322569,10912,150,0.005330274,6,6.28E-06,156,TRUE
11,MMP20,ENST00000260228,4386,10,0.002026086,0,0,10,TRUE
16,MMP25,ENST00000336577,1906,3,0.000498691,0,0,3,TRUE
11,MMP27,ENST00000260229,1371,1,0.000293317,5,5.24E-06,6,TRUE
11,MMP3,ENST00000299855,931,1,6.15E-05,0,0,1,FALSE
11,MMP7,ENST00000260227,723,2,0.000142406,0,0,2,FALSE
11,MMP8,ENST00000236826,42974,3,0.001384204,3,3.14E-06,6,TRUE
20,MMP9,ENST00000372330,1421,2,8.13E-06,0,0,2,TRUE
4,MMRN1,ENST00000264790,1289,3,0.000133704,0,0,3,TRUE
10,MMRN2,ENST00000372027,813,2,0.000112853,0,0,2,TRUE
6,MMUT,ENST00000274813,956,1,2.24E-05,0,0,1,FALSE
1,MNDA,ENST00000368141,1556,8,0.00043566,0,0,8,TRUE
18,MOCOS,ENST00000261326,2825,2,0.00078492,4,4.19E-06,6,TRUE
2,MOGAT1,ENST00000446656,3066,6,0.001204798,0,0,6,TRUE
7,MOGAT3,ENST00000223114,565,3,0.000171316,0,0,3,TRUE
