studyId,traitFromSource,traitFromSourceMappedIds,diseaseIds,pubmedId,publicationDate,nCases,nControls,nSamples,cohorts,qualityControls,analysisFlags
GCST90043151,"Job coding: builder, building contractor (UKB data field 22601_53192549)",['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,152.0,112126.0,112278.0,['UKB'],[],[]
GCST90043380,Job SOC coding: Librarians (UKB data field 22617_2451),['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,1519.0,112322.0,113841.0,['UKB'],[],[]
GCST90044498,"Cellulitis and abscess of leg, except foot (PheCode 681.5)",['EFO_0003035'],['EFO_0003035'],34737426,2021-11-04,4576.0,451772.0,456348.0,['UKB'],[],[]
GCST90078910,Impedance of leg right (UKB data field 23107),['HP_0000924'],['HP_0000924'],34662886,2021-10-18,0.0,0.0,424024.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90079034,Lipoprotein A levels (UKB data field 30790),['EFO_0006925'],['EFO_0006925'],34662886,2021-10-18,0.0,0.0,329317.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90081707,ICD10 N50: testicular problems (not cancer) (Gene-based burden),['EFO_0009601'],['EFO_0009601'],34662886,2021-10-18,518.0,150640.0,151158.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082575,Recent lack of interest or pleasure in doing things - Several days (UKB data field 20514) (Gene-based burden),['EFO_0007803'],['EFO_0007803'],34662886,2021-10-18,21161.0,118191.0,139352.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084128,ICD10 J47: Bronchiectasis (Gene-based burden),['MONDO_0004822'],['MONDO_0004822'],34662886,2021-10-18,3053.0,384169.0,387222.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084696,ICD10 O20: Hemorrhage in early pregnancy (Gene-based burden),['MP_0001914'],['MP_0001914'],34662886,2021-10-18,1083.0,210227.0,211310.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084857,ICD10 R52.1: Chronic intractable pain (Gene-based burden),['HP_0012532'],['HP_0012532'],34662886,2021-10-18,868.0,387062.0,387930.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90085434,Adult asthma (Gene-based burden),['MONDO_0004979'],['MONDO_0004979'],34662886,2021-10-18,16937.0,26201.0,43138.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90095165,Anti-herpes simplex virus 1 IgG levels,['EFO_0009349'],['EFO_0009349'],34804013,2021-11-04,0.0,0.0,683.0,['ALSPAC'],['Harmonized summary statistics are not available or empty'],[]
GCST90095638,Pregnenetriol disulfate levels,['EFO_0005653'],['EFO_0005653'],34780722,2021-11-12,0.0,0.0,712.0,['MSCCR'],['Harmonized summary statistics are not available or empty'],[]
GCST90101385,Opioid-binding protein/cell adhesion molecule levels,['EFO_0020618'],['EFO_0020618'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90103341,X-24806 levels,['EFO_0022140'],['EFO_0022140'],35050183,2022-01-11,0.0,0.0,8809.0,['BRRD'],['Harmonized summary statistics are not available or empty'],[]
GCST90132680,Free cholesterol levels in very large HDL,['EFO_0004612' 'EFO_0008591'],['EFO_0004612' 'EFO_0008591'],27005778,2016-03-23,0.0,0.0,21542.0,"['EGCUT' 'ERF' 'FTC' 'FINRISK' 'COROGENE' 'GenMets' 'HBCS' 'KORA' 'LLS'
 'NTR' 'NFBC' 'YFS']",[],['Metabolite']
GCST90139533,Trans-4-hydroxyproline levels,['EFO_0800114'],['EFO_0800114'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90139989,N-palmitoyl-sphinganine (d18:0/16:0) levels,['EFO_0800428'],['EFO_0800428'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90201374,Fructosyllysine levels,['EFO_0800073'],['EFO_0800073'],36635386,2023-01-12,0.0,0.0,59.0,['CLSA'],[],['Metabolite']
GCST90239775,Follicle stimulating hormone levels in idiopathic male infertility,['EFO_0004768'],['EFO_0004768'],35305013,2022-03-19,0.0,0.0,742.0,['NR'],['Harmonized summary statistics are not available or empty'],[]
GCST90245060,4-guanidinobutanoate levels,['EFO_0800003'],['EFO_0800003'],36357675,2022-11-10,0.0,0.0,14296.0,['INTERVAL' 'EPIC-Norfolk'],['Harmonized summary statistics are not available or empty'],[]
GCST90245711,X-23291 levels,['EFO_0004725'],['EFO_0004725'],36357675,2022-11-10,0.0,0.0,14296.0,['INTERVAL' 'EPIC-Norfolk'],['Harmonized summary statistics are not available or empty'],[]
GCST90247745,"Glutaredoxin-2, mitochondrial levels",['EFO_0801633'],['EFO_0801633'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248813,General vesicular transport factor p115 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90257148,C46:0 Triacylglycerol levels in chronic kidney disease,['EFO_0010400'],['EFO_0010400'],35120996,2022-02-01,0.0,0.0,822.0,['CRIC'],[],['Metabolite']
GCST90257268,NH4_C48:4 Triacylglycerol levels in chronic kidney disease,['EFO_0010407'],['EFO_0010407'],35120996,2022-02-01,0.0,0.0,822.0,['CRIC'],[],['Metabolite']
GCST90265175,Urine GlcNAc sulfate conjugate of C21H34O2 steroid** levels in chronic kidney disease,['EFO_0004725'],['EFO_0004725'],37277652,2023-06-05,0.0,0.0,4609.0,['GCKD'],[],['Metabolite']
GCST90265851,Urine pipecolate levels in chronic kidney disease,['EFO_0021006'],['EFO_0021006'],37277652,2023-06-05,0.0,0.0,4811.0,['GCKD'],[],['Metabolite']
GCST90267507,RBC levels of LPS18:0,['EFO_0020048'],['EFO_0020048'],36395887,2022-11-14,0.0,0.0,243.0,['RBC-Omics'],['Harmonized summary statistics are not available or empty'],[]
GCST90280298,Plasma metabolome feature (hilic_4805),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90280510,Plasma metabolome feature (hilic_5920),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90292800,Cholesterol esters in very large VLDL,['EFO_0008589'],['EFO_0008589'],37255970,2023-05-15,0.0,0.0,3688.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90294392,Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_7302),['EFO_0010908'],['EFO_0010908'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90296488,Breast cancer or hospitalized COVID-19 (pleiotropy),['MONDO_0007254' 'MONDO_0100096'],['MONDO_0100096' 'MONDO_0007254'],37636041,2023-07-29,165903.0,2176594.0,2342497.0,['BCAC' 'NR' 'HGI'],['Harmonized summary statistics are not available or empty'],[]
GCST90297548,Antidepressant-induced mania,['EFO_0006320' 'MONDO_0004985'],['EFO_0006320' 'MONDO_0004985'],37236419,2023-05-24,287.0,527.0,814.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90299730,Metabolite levels (octadecanedioate; octadecanedioate (C18-DC)),['EFO_0021056'],['EFO_0021056'],37253714,2023-05-30,0.0,0.0,8915.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300146,"Metabolite levels (nervonoyl sphingomyelin; sphingomyelin (d18:1/24:1, d18:2/24:0); C24:1 SM; C24_1_SM)",['EFO_0005664'],['EFO_0005664'],37253714,2023-05-30,0.0,0.0,10180.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300448,"Metabolite levels (sphingomyelin (d17:2/16:0, d18:2/15:0))",['EFO_0803566'],['EFO_0803566'],37253714,2023-05-30,0.0,0.0,6162.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300851,Metabolite levels (C38:6 PC plasmalogen),['EFO_0801145'],['EFO_0801145'],37253714,2023-05-30,0.0,0.0,1251.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90301966,Glycerol levels,['EFO_0010115'],['EFO_0010115'],38448586,2024-03-06,0.0,0.0,42058.0,['Multiple'],[],['Metabolite']
GCST90309364,Inflammatory markers and poor diet (confirmatory factor analysis Factor 30),['EFO_0004872' 'EFO_0008111'],['EFO_0004872' 'EFO_0008111'],38965376,2024-07-04,0.0,0.0,337045.0,['UKB'],[],[]
GCST90318272,Cerebrospinal fluid cysteine levels,['EFO_0021000' 'OBA_2045291'],['EFO_0021000' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2602.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90318730,Brain gamma-glutamyl-alpha-lysine levels,['EFO_0800689'],['EFO_0800689'],39528826,2024-11-11,0.0,0.0,1016.0,['Knight_ADRC' 'ROSMAP' 'MAYO'],[],['Metabolite']
GCST90319229,Brain 2-hydroxysebacate levels,['EFO_0800571'],['EFO_0800571'],39528826,2024-11-11,0.0,0.0,415.0,['Knight_ADRC' 'ROSMAP' 'MAYO'],[],['Metabolite']
GCST90320562,Anti-hepatitis E antibody seropositivity,['EFO_0803683'],['EFO_0803683'],37664632,2023-08-10,0.0,0.0,5829.0,['QBB'],['Harmonized summary statistics are not available or empty'],[]
GCST90321120,Bone mineral density mean,['OBA_1000110'],['OBA_1000110'],37500982,2023-07-27,0.0,0.0,5862.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90385425,REST UKBBICA NET25 0152,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90385799,T1 FreeSurfer pial lh isthmuscingulate area,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90385944,REST UKBBICA NET100 0090,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386024,REST UKBBICA NET100 0170,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386059,REST UKBBICA NET100 0205,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90390092,REST UKBBICA NET100 0824,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90428151,Brain imaging derived volumetric endophenotypes (Left Ventral DC),['OBA_2050009'],['OBA_2050009'],37634885,2023-08-25,0.0,0.0,381195.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90430729,Left brain hemisphere region 31pd grey matter volume,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15771.0,['UKB'],[],[]
GCST90430730,Left brain hemisphere region 31a grey matter volume,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15771.0,['UKB'],[],[]
GCST90430880,Right brain hemisphere region TE1a grey matter volume,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15787.0,['UKB'],[],[]
GCST90432470,Bromodomain-containing protein 1 levels,['OBA_2044256'],['OBA_2044256'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90434378,Receptor-type tyrosine-protein phosphatase R levels,['OBA_2043108'],['OBA_2043108'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90436330,Inguinal hernia (PheCode 550.1),['HP_0000023'],['HP_0000023'],30104761,2018-08-13,15995.0,361617.0,377612.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90436495,"Disorders secondary to childbirth, surgery, trauma (PheCode 617)",['EFO_0009682'],['EFO_0009682'],30104761,2018-08-13,305.0,396730.0,397035.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90448466,Memory decline x sex interaction,['EFO_0004874' 'EFO_0008343'],['EFO_0008343' 'EFO_0004874'],37984853,2023-11-20,0.0,0.0,3367.0,['ADNI' 'NACC' 'ROSMAP' 'MARS'],['Harmonized summary statistics are not available or empty'],[]
GCST90455229,Patterns of brain structural covariance (C1024_601),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90455493,Patterns of brain structural covariance (C1024_990),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90475143,"Bicarbonate (maximum, inv-norm transformed)",['OBA_2050094'],['OBA_2050094'],39024449,2024-07-19,0.0,0.0,54558.0,['MVP'],[],[]
GCST90475953,Atrioventricular [AV] block (PheCode 426.2),['MONDO_0000465'],['MONDO_0000465'],39024449,2024-07-19,14859.0,424492.0,439351.0,['MVP'],[],[]
GCST90478804,Corns and callosities (PheCode 700),['EFO_0000701'],['EFO_0000701'],39024449,2024-07-19,3014.0,54430.0,57444.0,['MVP'],[],[]
GCST90480071,Senile cataract (PheCode 366.2),['MONDO_0004847'],['MONDO_0004847'],39024449,2024-07-19,273586.0,297131.0,570717.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90480521,Contracture of palmar fascia [Dupuytren's disease] (PheCode 728.71),['EFO_0004229'],['EFO_0004229'],39024449,2024-07-19,7879.0,620639.0,628518.0,['MVP'],[],[]
GCST90481020,Acquired spondylolisthesis (PheCode 738.4),['EFO_0007493'],['EFO_0007493'],39024449,2024-07-19,6901.0,614204.0,621105.0,['MVP'],[],[]
GCST90481034,Cancer of esophagus (PheCode 150),['MONDO_0007576'],['MONDO_0007576'],39024449,2024-07-19,2281.0,569893.0,572174.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90503427,CXCL5 levels,['EFO_0009422'],['EFO_0009422'],38326779,2024-02-08,0.0,0.0,359.0,['500FG' '300BCG'],['Harmonized summary statistics are not available or empty'],[]
GCST90569245,Gut microbial network clusters (LimeGreen (at 3 months) x Winter Birth (Dec-Feb) interaction,['EFO_0007874' 'EFO_0008360'],['EFO_0007874' 'EFO_0008360'],40187613,2025-04-03,0.0,0.0,693.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
GCST90569475,Gut microbial network clusters (Salmon (at 1 year) x Household furry pet cat or dog (1 Year) interaction,['EFO_0007874' 'EFO_0007944'],['EFO_0007944' 'EFO_0007874'],40187613,2025-04-03,0.0,0.0,688.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
GCST90569499,Gut microbial network clusters (Maroon (at 1 year) x Spring Birth (Mar-May) interaction,['EFO_0007874' 'EFO_0008360'],['EFO_0007874' 'EFO_0008360'],40187613,2025-04-03,0.0,0.0,688.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
FINNGEN_R12_AB1_SEQULAE_TUBERCU,Sequelae of tuberculosis,['Orphanet_3389'],['MONDO_0018076'],,,727.0,497160.0,497887.0,['FinnGen'],[],[]
FINNGEN_R12_C3_PENIS_EXALLC,"Malignant neoplasm of penis, excluding all cancers (controls excluding all cancers)",['MONDO_0001325'],['MONDO_0001325'],,,210.0,156671.0,156881.0,['FinnGen'],[],[]
FINNGEN_R12_L12_ERYTHRASMA,Erythrasma,['EFO_1000696'],['EFO_1000696'],,,73.0,470507.0,470580.0,['FinnGen'],[],[]
FINNGEN_R12_O15_ABORT_MEDICAL,Medical abortion,['EFO_1001491'],['EFO_1001491'],,,48485.0,199279.0,247764.0,['FinnGen'],[],[]
FINNGEN_R12_O15_DELIV_MULTIP,Multiple delivery,['HP_0001787'],['HP_0001787'],,,3271.0,119890.0,123161.0,['FinnGen'],[],[]
GCST000517,Iron levels,['EFO_0004461'],['EFO_0004461'],19880490,2009-10-30,0.0,0.0,1919.0,,['Harmonized summary statistics are not available or empty'],[]
GCST000605,Soluble leptin receptor levels,['EFO_0004635'],['EFO_0004635'],20167575,2010-02-22,684.0,820.0,1504.0,,['Harmonized summary statistics are not available or empty'],[]
GCST002406,Plasma cystastin c levels in acute coronary syndrome,['EFO_0005672'],['EFO_0005672'],24952865,2014-04-04,9978.0,0.0,9978.0,,['Harmonized summary statistics are not available or empty'],[]
GCST004079,Drug-induced hepatocellular liver injury,['EFO_0004228'],['EFO_0004228'],28043905,2016-12-30,474.0,10588.0,11062.0,,['Harmonized summary statistics are not available or empty'],[]
GCST004539,Homeostasis model assessment of insulin resistance,['EFO_0004501'],['EFO_0004501'],28548082,2017-05-26,0.0,0.0,3213.0,,['Harmonized summary statistics are not available or empty'],[]
GCST005428,Graft survival time in renal transplantation (recipient effect),['EFO_0005199'],['EFO_0005199'],29392897,2018-02-01,0.0,0.0,2689.0,,['Harmonized summary statistics are not available or empty'],[]
GCST008446,Number of alcoholic drinks required to feel an effect (first five times drinking),['OBA_2040030'],['OBA_2040030'],31270906,2019-07-03,0.0,0.0,6250.0,,['Harmonized summary statistics are not available or empty'],[]
GCST009599,Kidney stones,['EFO_0004253'],['EFO_0004253'],31729369,2019-11-15,6536.0,388508.0,395044.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90002330,Mean corpuscular hemoglobin concentration,['EFO_0004528'],['EFO_0004528'],32888493,2020-09-01,0.0,0.0,3518.0,['BioME' 'MESA'],[],[]
GCST90003437,aparc-a2009s rh area S-postcentral,['EFO_0008381'],['EFO_0008381'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90003654,aparc-a2009s lh thickness S-front-inf,['EFO_0004840'],['EFO_0004840'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90003853,wg rh intensity-contrast rostralmiddlefrontal,['EFO_0004346'],['EFO_0004346'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90005896,rfMRI connectivity (ICA100 edge 1043),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90025051,Alkenylphosphatidylethanolamine (P-18:1/22:6) (a) levels,['EFO_0010228'],['EFO_0010228'],35668104,2022-06-06,0.0,0.0,6057.0,['BHS' 'ADNI' 'AIBL'],[],['Metabolite']
GCST90026178,Hippurate levels,['EFO_0004725'],['EFO_0004725'],33437055,2021-01-12,0.0,0.0,291.0,,[],['Metabolite']
GCST90026213,N-acetylglutamate levels,['EFO_0004725'],['EFO_0004725'],33437055,2021-01-12,0.0,0.0,291.0,,[],['Metabolite']
GCST90026698,Vaginal microbiome presence (s_Lactobacillus paragasseri/gasseri),['EFO_0011013'],['EFO_0011013'],34282934,2021-07-20,0.0,0.0,315.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90027050,Cervical dystonia (age at onset),['OBA_2040167'],['OBA_2040167'],34320236,2021-07-28,0.0,0.0,919.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90044243,Bladder neck obstruction (PheCode 596.1),['EFO_1000840'],['EFO_1000840'],34737426,2021-11-04,1621.0,454727.0,456348.0,['UKB'],[],[]
GCST90078531,Longest period of mania or irritability - Less than 24 hours (UKB data field 20492),['EFO_0007803'],['EFO_0007803'],34662886,2021-10-18,12323.0,20952.0,33275.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90084115,ICD10 J44.0: Chronic obstructive pulmonary disease with acute lower respiratory infection (Gene-based burden),['EFO_0000341'],['EFO_0000341'],34662886,2021-10-18,3295.0,384635.0,387930.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084753,ICD10 R06.0: Dyspnea (Gene-based burden),['HP_0002094'],['HP_0002094'],34662886,2021-10-18,15391.0,362721.0,378112.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90085085,ICD10 W00.9: Unspecified fall due to ice and snow (Gene-based burden),['EFO_0000546'],['EFO_0000546'],34662886,2021-10-18,617.0,387313.0,387930.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90091650,Postprandial apolipoprotein B,['EFO_0004615'],['EFO_0004615'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90093377,Dementia with Lewy bodies in APOE e4- carriers,['EFO_0006792'],['EFO_0006792'],35381062,2021-10-25,1393.0,2271.0,3664.0,,[],[]
GCST90093947,Gut microbiota abundance (unclassified_Streptococcus_sp__oral_taxon_071),['EFO_0007874'],['EFO_0007874'],33563976,2021-02-09,0.0,0.0,618.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90093980,Gut microbiota abundance (Mitsuokella_multacida),['EFO_0007874'],['EFO_0007874'],33563976,2021-02-09,0.0,0.0,613.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90095301,Remnant cholesterol meal response (OrNLSr),['EFO_0020867'],['EFO_0020867'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90100731,C-C motif chemokine 27 levels,['EFO_0020198'],['EFO_0020198'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90101158,Interferon lambda-1 levels,['EFO_0020485'],['EFO_0020485'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90101241,Kynureninase levels,['EFO_0008201'],['EFO_0008201'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90102133,Sphingomyelin (d40:3) levels,['EFO_0010118'],['EFO_0010118'],35393526,2022-04-07,0.0,0.0,650.0,['AMISH'],['Harmonized summary statistics are not available or empty'],[]
GCST90103115,Ornithine levels,['EFO_0009776'],['EFO_0009776'],35050183,2022-01-11,0.0,0.0,8809.0,['BRRD'],['Harmonized summary statistics are not available or empty'],[]
