studyId,traitFromSource,traitFromSourceMappedIds,diseaseIds,pubmedId,publicationDate,nCases,nControls,nSamples,cohorts,qualityControls,analysisFlags
GCST90569297,Gut microbial network clusters (Turquoise (at 3 months) x Fall Birth (Sept-Nov) interaction,['EFO_0007874' 'EFO_0008360'],['EFO_0007874' 'EFO_0008360'],40187613,2025-04-03,0.0,0.0,693.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
FINNGEN_R12_G6_HCCOMM,Communicating hydrocephalus,['MONDO_0002045'],['MONDO_0002045'],,,753.0,497451.0,498204.0,['FinnGen'],[],[]
FINNGEN_R12_M13_DORSOPATHYOTH,"Other dorsopathies, not elsewhere classified",['EFO_0009676'],['EFO_0009676'],,,111401.0,353224.0,464625.0,['FinnGen'],[],[]
FINNGEN_R12_M13_SYNOHYPERTROPH,"Synovial hypertrophy, not elsewhere classified",['EFO_0008997'],['EFO_0008997'],,,368.0,357549.0,357917.0,['FinnGen'],[],[]
GCST002385,Bipolar disorder,['MONDO_0004985'],['MONDO_0004985'],24618891,2014-03-11,9747.0,14278.0,24025.0,,['Harmonized summary statistics are not available or empty'],[]
GCST002471_2,Blood pressure (anthropometric measures interaction),['EFO_0006336'],['EFO_0006336'],24903457,2014-06-05,0.0,0.0,7486.0,,['Harmonized summary statistics are not available or empty'],[]
GCST002910,Response to interferon beta in multiple sclerosis,['GO_0035456'],['GO_0035456'],25914168,2015-05-14,0.0,0.0,116.0,,['Harmonized summary statistics are not available or empty'],[]
GCST003793,L-arginine levels,['EFO_0006524'],['EFO_0006524'],27656708,2016-09-22,0.0,0.0,2295.0,,['Harmonized summary statistics are not available or empty'],[]
GCST007335,Age at first sexual intercourse,['EFO_0009749'],['EFO_0009749'],27089180,2016-04-18,0.0,0.0,125667.0,,['Harmonized summary statistics are not available or empty'],[]
GCST007625,Negative urgency,['EFO_0006946'],['EFO_0006946'],30718321,2019-02-04,0.0,0.0,22795.0,,['Harmonized summary statistics are not available or empty'],[]
GCST009413,Intraocular pressure,['EFO_0004695'],['EFO_0004695'],31798171,2019-11-27,0.0,0.0,31269.0,,['Harmonized summary statistics are not available or empty'],[]
GCST012152,Fever in mesalamine-treated irritable bowel disease,['HP_0001945' 'OBA_2040137'],['HP_0001945' 'OBA_2040137'],33501934,2021-01-27,90.0,1433.0,1523.0,,['Harmonized summary statistics are not available or empty'],[]
GCST012153,Diarrhea in mesalamine-treated irritable bowel disease,['HP_0002014' 'OBA_2040137'],['HP_0002014' 'OBA_2040137'],33501934,2021-01-27,86.0,1437.0,1523.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90003494,aparc-Desikan rh thickness parahippocampal,['EFO_0004840'],['EFO_0004840'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90004801,rfMRI connectivity (ICA25 edge 158),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90005374,rfMRI connectivity (ICA100 edge 521),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90005681,rfMRI connectivity (ICA100 edge 828),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90005719,rfMRI connectivity (ICA100 edge 866),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90005992,rfMRI connectivity (ICA100 edge 1139),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90013708,Cataracts,['MONDO_0005129'],['MONDO_0005129'],32514122,2020-06-08,24622.0,187831.0,212453.0,['BBJ'],['Harmonized summary statistics are not available or empty'],[]
GCST90013902,Atrial fibrillation (Firth correction),['EFO_0000275'],['EFO_0000275'],34017140,2021-05-20,0.0,0.0,407746.0,['UKB'],[],[]
GCST90018762,Medication use (antithrombotic agents),['EFO_0009925'],['EFO_0009925'],34594039,2021-09-30,54220.0,124506.0,178726.0,['BBJ'],[],[]
GCST90025193,Total Dihexosylceramide levels,['EFO_0010222'],['EFO_0010222'],35668104,2022-06-06,0.0,0.0,6057.0,['BHS' 'ADNI' 'AIBL'],[],['Metabolite']
GCST90026500,White blood cell count (neutrophil),['EFO_0004833'],['EFO_0004833'],34107879,2021-06-09,0.0,0.0,64784.0,['SOL' 'BMBB' 'ARIC' 'CARDIA' 'WHI'],['Harmonized summary statistics are not available or empty'],[]
GCST90041741,Type milk consumed: soya with calcium (UKB data field 100920_2105),['EFO_0008111'],['EFO_0008111'],34737426,2021-11-04,1977.0,62024.0,64001.0,['UKB'],[],[]
GCST90042783,Ever had prolonged loss of interest in normal activities (UKB data field 20441),['EFO_0007803'],['EFO_0007803'],34737426,2021-11-04,58298.0,89047.0,147345.0,['UKB'],[],[]
GCST90042946,"Job coding: electrical engineer, generating engineer, power engineer, power transmission engineer (UKB data field 22601_21233041)",['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,614.0,111664.0,112278.0,['UKB'],[],[]
GCST90043394,Job SOC coding: Paramedics (UKB data field 22617_3213),['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,122.0,113719.0,113841.0,['UKB'],[],[]
GCST90044672,Broken tooth (PheCode 873),['EFO_1001216'],['EFO_1001216'],34737426,2021-11-04,150.0,456198.0,456348.0,['UKB'],[],[]
GCST90060143,Lysophosphatidylethanolamine_18:0_[M-H]1- levels,['EFO_0010225'],['EFO_0010225'],34503513,2021-09-10,0.0,0.0,13814.0,['INTERVAL'],['The number of SNPs in the study is below the expected threshold'],['Metabolite']
GCST90078929,Arm predicted mass left (UKB data field 23126),['EFO_0004302'],['EFO_0004302'],34662886,2021-10-18,0.0,0.0,423485.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90082068,Treatment or medication use - diprobase cream (Gene-based burden),['EFO_0007010'],['EFO_0007010'],34662886,2021-10-18,742.0,320016.0,320758.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082311,Pack years of smoking (UKB data field 20161) (Gene-based burden),['OBA_2050116'],['OBA_2050116'],34662886,2021-10-18,0.0,0.0,134156.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082327,Cognitive function - FI5 family relationship calculation - sister (UKB data field 20173) (Gene-based burden),['EFO_0008354'],['EFO_0008354'],34662886,2021-10-18,10386.0,96453.0,106839.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082764,Degree to which abdominal pain discomfort altered bowel habits affect interfere with life in general - 3 (UKB data field 21041) (Gene-based burden),['EFO_0009724'],['EFO_0009724'],34662886,2021-10-18,8434.0,146006.0,154440.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084267,ICD10 K66: Other disorders of peritoneum (Gene-based burden),['EFO_0009541'],['EFO_0009541'],34662886,2021-10-18,4357.0,383442.0,387799.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90091238,Smoking initiation (ever vs never),['EFO_0006527'],['EFO_0006527'],36335192,2022-11-05,0.0,0.0,10558.0,['AWI-Gen' 'UGR' 'UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90091752,Postprandial total cholines,['EFO_0010116'],['EFO_0010116'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90091807,Chylomicron and extremely large VLDL particle concentration meal response (OrNLSr),['EFO_0020857' 'EFO_0020901'],['EFO_0020901' 'EFO_0020857'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90095646,5-methyluridine (ribothymidine) levels,['EFO_0020013'],['EFO_0020013'],34780722,2021-11-12,0.0,0.0,712.0,['MSCCR'],['Harmonized summary statistics are not available or empty'],[]
GCST90097055,Salicylic acid levels,['EFO_0020948'],['EFO_0020948'],34836419,2021-11-21,0.0,0.0,14149.0,['EPIC-Norfolk' 'INTERVAL'],['Harmonized summary statistics are not available or empty'],[]
GCST90101112,Histone H1.2 levels,['EFO_0007937'],['EFO_0007937'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90101783,Free sitosterol to free cholesterol,['EFO_0008591' 'EFO_0020966'],['EFO_0008591' 'EFO_0020966'],35013273,2022-01-10,0.0,0.0,9758.0,['KORA' 'LIFE-Adult' 'LIFE-HEART' 'LURIC' 'SORBS' 'YFS'],['Harmonized summary statistics are not available or empty'],[]
GCST90103180,"Sphingomyelin (d18:1/15:0, d16:1/17:0) levels",['EFO_0022106'],['EFO_0022106'],35050183,2022-01-11,0.0,0.0,8809.0,['BRRD'],['Harmonized summary statistics are not available or empty'],[]
GCST90104445,COVID-19,['MONDO_0100096'],['MONDO_0100096'],35264675,2022-03-09,462.0,1193.0,1655.0,['NR'],['Harmonized summary statistics are not available or empty'],[]
GCST90104768,COVID-19 (severe vs non-severe with positive test),['MONDO_0100096'],['MONDO_0100096'],35224516,2022-02-22,439.0,8866.0,9305.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90128915,Phosphatidylcholine acyl-alkyl C36:5 levels,['EFO_0010226'],['EFO_0010226'],27073872,2016-04-13,0.0,0.0,707.0,['TwinsUK'],['Harmonized summary statistics are not available or empty'],[]
GCST90129060,"1,4-dihydro-1-Methyl-4-oxo-3-pyridinecarboxamide levels in coronary artery disease",['EFO_0021546'],['EFO_0021546'],33634981,2021-02-01,0.0,0.0,1551.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90133537,6-oxopiperidine-2-carboxylate levels in elite athletes,['EFO_0005134'],['EFO_0005134'],31882771,2019-12-27,0.0,0.0,490.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90134056,Pregnanolone/allopregnanolone sulfate levels in elite athletes,['EFO_0004529'],['EFO_0004529'],31882771,2019-12-27,0.0,0.0,490.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90139632,Maltose levels,['EFO_0021649'],['EFO_0021649'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90177267,Metabolite peak levels (QI1580),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90177689,Metabolite peak levels (QI3788),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90177938,Metabolite peak levels (QI574),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90178100,Metabolite peak levels (QI6436),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90201050,3-indoxyl sulfate levels,['EFO_0010502'],['EFO_0010502'],36635386,2023-01-12,0.0,0.0,59.0,['CLSA'],[],['Metabolite']
GCST90201712,Gamma-glutamylglutamine levels,['EFO_0021138'],['EFO_0021138'],36635386,2023-01-12,0.0,0.0,59.0,['CLSA'],[],['Metabolite']
GCST90202054,X-26109 levels,['EFO_0004725'],['EFO_0004725'],36635386,2023-01-12,0.0,0.0,40.0,['CLSA'],[],['Metabolite']
GCST90203066,X-24585 levels,['EFO_0004725'],['EFO_0004725'],36635386,2023-01-12,0.0,0.0,103.0,['CLSA'],[],['Metabolite']
GCST90225580,6-Phosphogluconate dehydrogenase level (CSF),['EFO_0020120'],['EFO_0020120'],34239129,2021-07-08,0.0,0.0,835.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90246142,ICD10 K59: Other functional intestinal disorders,['EFO_0009431'],['EFO_0009431'],37601966,2023-07-20,115.0,75767.0,75882.0,['CKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90246530,Bis(5-nucleosyl)-tetraphosphatase [asymmetrical] levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90247851,Hemoglobin subunit delta levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248977,Protein-glutamine gamma-glutamyltransferase E levels,['EFO_0020690'],['EFO_0020690'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90250180,Very long-chain acyl-CoA synthetase levels,['EFO_0802211'],['EFO_0802211'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90257765,C50:6 Triacylglycerol levels in chronic kidney disease,['EFO_0004530'],['EFO_0004530'],35120996,2022-02-01,0.0,0.0,687.0,['CRIC'],[],['Metabolite']
GCST90264427,"Urine 2,4,6-trihydroxybenzoate levels in chronic kidney disease",['EFO_0004725'],['EFO_0004725'],37277652,2023-06-05,0.0,0.0,4881.0,['GCKD'],[],['Metabolite']
GCST90264948,Urine cortisol levels in chronic kidney disease,['EFO_0005843'],['EFO_0005843'],37277652,2023-06-05,0.0,0.0,2322.0,['GCKD'],[],['Metabolite']
GCST90267564,Tinnitus,['HP_0000360'],['HP_0000360'],36581688,2022-12-29,0.0,0.0,132438.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90267630,(Z)-4-hydroxytamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer,['OBA_2040069'],['OBA_2040069'],36629403,2023-01-11,0.0,0.0,497.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90274917,VEGFR-2 levels,['OBA_2050125'],['OBA_2050125'],28915241,2017-09-15,0.0,0.0,953.0,['NSPHS'],['Harmonized summary statistics are not available or empty'],[]
GCST90279088,Plasma metabolome feature (c18_3163),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90292767,Omega-6 fatty acids levels,['EFO_0005680'],['EFO_0005680'],37255970,2023-05-15,0.0,0.0,7042.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90295460,Seropositivity for staphylococcaceae peptide (agilent_11147),['EFO_0803650'],['EFO_0803650'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90297567,Childhood wheezing (late-onset),['EFO_0009715'],['EFO_0009715'],37227431,2023-05-25,652.0,5887.0,6539.0,['ALSPAC' 'Ashford' 'IoW' 'MAAS' 'SEATON'],['Harmonized summary statistics are not available or empty'],[]
GCST90299930,Metabolite levels (arginylisoleucine),['EFO_0005664'],['EFO_0005664'],37253714,2023-05-30,0.0,0.0,1513.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300966,Metabolite levels (NH4_C42:0 TAG),['EFO_0005664'],['EFO_0005664'],37253714,2023-05-30,0.0,0.0,1199.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90318301,Cerebrospinal fluid metabolite X-12104 levels,['EFO_0800703' 'OBA_2045291'],['EFO_0800703' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2602.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90318956,Brain S-1-pyrroline-5-carboxylate levels,['EFO_0800136'],['EFO_0800136'],39528826,2024-11-11,0.0,0.0,1016.0,['Knight_ADRC' 'ROSMAP' 'MAYO'],[],['Metabolite']
GCST90320819,T1 brain MRIs Unsupervised Deep learning derived Imaging Phenotypes (dimension 128),['OBA_2045210'],['OBA_2045210'],38580839,2024-04-05,0.0,0.0,12405.0,['UKB'],[],[]
GCST90385371,REST UKBBICA NET25 0098,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90385680,T1 FreeSurfer DK lh precuneus volume,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386590,REST UKBBICA NET100 0736,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90387628,T1 FreeSurfer DKT lh posteriorcingulate area,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90389223,T1 FreeSurfer pial lh parstriangularis area,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90390144,REST UKBBICA NET100 0876,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90390361,REST UKBBICA NET100 1093,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90390771,REST UKBBICA NODEamps100 0018,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90430186,Right brain hemisphere region V3CD surface area,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15840.0,['UKB'],[],[]
GCST90431550,Right brain hemisphere region IFSa cortical thickness,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15994.0,['UKB'],[],[]
GCST90432179,Body fat percentage (adjusted for testosterone and SHBG),['EFO_0007800'],['EFO_0007800'],37867527,2023-10-05,0.0,0.0,157937.0,['UKB'],[],[]
GCST90434120,Oligophrenin-1 levels,['EFO_0802830'],['EFO_0802830'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90434175,Programmed cell death 1 ligand 2 levels,['OBA_2050247'],['OBA_2050247'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90434553,Serologically defined colon cancer antigen 8 levels,['OBA_2051716'],['OBA_2051716'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90435835,Delirium dementia and amnestic and other cognitive disorders (PheCode 290),['MONDO_0002039'],['MONDO_0002039'],30104761,2018-08-13,1970.0,402383.0,404353.0,['UKB'],[],[]
GCST90436511,Mucous polyp of cervix (PheCode 622.2),['EFO_0009475'],['EFO_0009475'],30104761,2018-08-13,3450.0,396384.0,399834.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90448450,Memory decline in normal cognition,['EFO_0004874'],['EFO_0004874'],37984853,2023-11-20,0.0,0.0,391.0,['ADNI' 'NACC' 'ROSMAP' 'MARS'],['Harmonized summary statistics are not available or empty'],[]
GCST90475870,Open-angle glaucoma (PheCode 365.1),['EFO_0004190'],['EFO_0004190'],39024449,2024-07-19,8523.0,48779.0,57302.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90476323,"prothrombin time (PT, maximum, inv-norm transformed)",['EFO_0008390'],['EFO_0008390'],39024449,2024-07-19,0.0,0.0,9034.0,['MVP'],[],[]
GCST90476334,"heart rate (HR, maximum, inv-normal transformed)",['OBA_1001087'],['OBA_1001087'],39024449,2024-07-19,0.0,0.0,425748.0,['MVP'],[],[]
GCST90478563,Microscopic hematuria (PheCode 593.2),['HP_0002907'],['HP_0002907'],39024449,2024-07-19,3015.0,54613.0,57628.0,['MVP'],[],[]
GCST90479783,Colorectal cancer (PheCode 153),['MONDO_0005575'],['MONDO_0005575'],39024449,2024-07-19,13905.0,612850.0,626755.0,['MVP'],[],[]
GCST90480255,Acute bronchospasm (PheCode 498),['EFO_1002018'],['EFO_1002018'],39024449,2024-07-19,968.0,566604.0,567572.0,['MVP'],[],[]
GCST90482233,Frequency of urination and polyuria (PheCode 599.5),['HP_0012590'],['HP_0012590'],39024449,2024-07-19,365.0,6093.0,6458.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90483283,EpETE/HEPE levels (317.2121_0.349) x waist circumference interaction (2df),['EFO_0020044' 'OBA_1001085'],['EFO_0020044' 'OBA_1001085'],39644095,2024-12-06,0.0,0.0,11478.0,['HCHS' 'SOL'],['Harmonized summary statistics are not available or empty'],[]
GCST90492712,Acetate levels,['EFO_0010112'],['EFO_0010112'],38239409,2024-01-17,0.0,0.0,172.0,['NR'],['Harmonized summary statistics are not available or empty'],[]
GCST90568877,Gut microbiome abundance (class Bacteroides sp. 23 (at 1 year) x Vaginal Birth interaction,['EFO_0006922' 'EFO_0007874'],['EFO_0006922' 'EFO_0007874'],40187613,2025-04-03,0.0,0.0,688.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
GCST90569580,Gut microbiome abundance (class Bifidobacterium catenulatum (at 3 months) x Summer Birth (Jun-Aug) interaction,['EFO_0007874' 'EFO_0008360'],['EFO_0007874' 'EFO_0008360'],40187613,2025-04-03,0.0,0.0,693.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
GCST90570536,Snoring (BMI-adjusted),['EFO_0008341'],['EFO_0008341'],38461358,2024-03-09,47208.0,53418.0,100626.0,['CKB'],['Harmonized summary statistics are not available or empty'],[]
FINNGEN_R12_H7_HEREDRETINADYST,Hereditary retinal dystrophy,['Orphanet_71862'],['HP_0000556'],,,514.0,455449.0,455963.0,['FinnGen'],[],[]
GCST000001,Age-related macular degeneration,['EFO_0001365'],['EFO_0001365'],15761122,2005-03-10,96.0,50.0,146.0,,['Harmonized summary statistics are not available or empty'],[]
GCST001490,Nicotine dependence,['EFO_0003768'],['EFO_0003768'],22524403,2012-04-24,0.0,0.0,3365.0,,['Harmonized summary statistics are not available or empty'],[]
GCST001582,Hepatitis B (viral clearance),['EFO_0004197'],['EFO_0004197'],22737229,2012-06-21,0.0,184.0,550.0,,['Harmonized summary statistics are not available or empty'],[]
GCST003683,"Intracranial, abdominal aortic or thoracic aortic aneurysm (pleiotropy)",['EFO_0003870' 'EFO_0004214' 'EFO_0004282'],['EFO_0004214' 'EFO_0003870' 'EFO_0004282'],27418160,2016-07-14,3094.0,9507.0,12601.0,,['Harmonized summary statistics are not available or empty'],[]
GCST004974,Schizophrenia or reaction time (pleiotropy),['EFO_0008393' 'MONDO_0005090'],['MONDO_0005090' 'EFO_0008393'],28746715,2017-07-26,34486.0,45271.0,191240.0,,['Harmonized summary statistics are not available or empty'],[]
GCST005528,Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),['EFO_1001999' 'EFO_1002019' 'EFO_1002020'],['EFO_1002019' 'EFO_1001999' 'EFO_1002020'],23603761,2013-04-21,2816.0,13056.0,15872.0,,['The number of SNPs in the study is below the expected threshold'],[]
GCST005758,Dimensional psychopathology (Arousal),['EFO_0009099'],['EFO_0009099'],29496196,2018-02-20,0.0,0.0,4687.0,,['Harmonized summary statistics are not available or empty'],[]
GCST006643,Menstruation quality of life impact (bowel movement),['OBA_2045261'],['OBA_2045261'],29855537,2018-05-31,903.0,4831.0,5734.0,,['The number of SNPs in the study is below the expected threshold'],[]
GCST007541,PEG-asparaginase hypersensitivity in childhood acute lymphoblastic leukaemia (allergic reaction grade 2 or more),['EFO_0004881'],['EFO_0004881'],30450575,2018-11-18,106.0,772.0,878.0,,['Harmonized summary statistics are not available or empty'],[]
GCST008469,Liver fibrosis in non-alcoholic fatty liver disease,['HP_0001395'],['HP_0001395'],31311600,2019-07-17,0.0,0.0,235.0,,['Harmonized summary statistics are not available or empty'],[]
GCST011000,"Adult diffuse triple positive glioma (IDH and TERT mutations, 1p19q codeletion)",['EFO_0005543'],['EFO_0005543'],32386320,2020-05-09,189.0,1889.0,2078.0,,['Harmonized summary statistics are not available or empty'],[]
GCST011708,Cerebral microbleeds (mixed),['EFO_0010059'],['EFO_0010059'],32913026,2020-09-10,1293.0,22306.0,23599.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90013745,Cataracts,['MONDO_0005129'],['MONDO_0005129'],32514122,2020-06-08,11641.0,97706.0,109347.0,['BBJ'],['Harmonized summary statistics are not available or empty'],[]
GCST90016909,Gut microbiota abundance (class Alphaproteobacteria id.2379),['EFO_0007874'],['EFO_0007874'],33462485,2021-01-18,0.0,0.0,18340.0,,[],[]
GCST90025551,Alkylphosphatidylcholine (O-34:1) levels,['EFO_0010226'],['EFO_0010226'],35668104,2022-06-06,0.0,0.0,4492.0,['BHS'],[],['Metabolite']
GCST90026686,Vaginal microbiome dominance (g_Lactobacillus),['EFO_0011013'],['EFO_0011013'],34282934,2021-07-20,0.0,0.0,315.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90043786,Diplopia and disorders of binocular vision (PheCode 368.2),['EFO_0003966'],['EFO_0003966'],34737426,2021-11-04,249.0,456099.0,456348.0,['UKB'],[],[]
GCST90044190,Ascites (non malignant) (PheCode 572),['HP_0001541'],['HP_0001541'],34737426,2021-11-04,470.0,455878.0,456348.0,['UKB'],[],[]
GCST90044739,Android lean mass,['EFO_0004995'],['EFO_0004995'],34239500,2021-06-22,0.0,0.0,2109.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90079297,Eye measure - 3mm cylindrical power left (UKB data field 5119),['EFO_0004731'],['EFO_0004731'],34662886,2021-10-18,0.0,0.0,103531.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90079336,Corneal resistance factor right (UKB data field 5257),['EFO_0010067'],['EFO_0010067'],34662886,2021-10-18,0.0,0.0,105888.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90081592,Hair colour natural before greying - Blonde (UKB data field 1747) (Gene-based burden),['OBA_0002313'],['OBA_0002313'],34662886,2021-10-18,48595.0,381384.0,429979.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90081832,Tuberculosis (Gene-based burden),['MONDO_0018076'],['MONDO_0018076'],34662886,2021-10-18,2209.0,329545.0,331754.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082296,Bipolar and major depression status - Bipolar II Disorder (UKB data field 20126) (Gene-based burden),['MONDO_0004985'],['MONDO_0004985'],34662886,2021-10-18,623.0,103207.0,103830.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90083149,Hearing test - Triplet correct left - no (UKB data field 4232) (Gene-based burden),['OBA_2045262'],['OBA_2045262'],34662886,2021-10-18,171828.0,1107.0,172935.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90093047,Concentration of chylomicrons and extremely large VLDL particles,['OBA_2050296'],['OBA_2050296'],35213538,2022-02-25,0.0,0.0,115082.0,['UKB'],[],['Metabolite']
GCST90093986,Gut microbiota abundance (Bifidobacterium_breve),['EFO_0007874'],['EFO_0007874'],33563976,2021-02-09,0.0,0.0,611.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90095169,Toxoplasma gondii sag1 antibody levels,['EFO_0009353'],['EFO_0009353'],34804013,2021-11-04,0.0,0.0,1228.0,['ALSPAC'],['Harmonized summary statistics are not available or empty'],[]
GCST90095195,radiation-induced toxicity (patient-rated acute sticky saliva),['EFO_0009565'],['EFO_0009565'],34838041,2021-11-27,0.0,0.0,799.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90095383,Phospholipid levels in IDL meal response (LMM),['EFO_0008595' 'EFO_0020903'],['EFO_0008595' 'EFO_0020903'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
