Gene symbol,Ensembl target ID,Disease name,Disease ID,Open Targets indirect association score,Maximum absolute rescaled effect size,Minimum MAF,Maximum VEP score,Highest clinical phase,Number of unique associated diseases,Number of unique therapeutic areas,Approved (1 = approved),GWAS genetic support (1 = present)
TLR9,ENSG00000239732,interstitial lung disease,EFO_0004244,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,"osteoarthritis, knee",EFO_0004616,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,infectious disease,EFO_0005741,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,rheumatic disease,EFO_0005755,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
TLR9,ENSG00000239732,coronavirus infectious disease,EFO_0007224,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,influenza,EFO_0007328,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,pericarditis,EFO_0007427,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,Plasmodium falciparum malaria,EFO_0007444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
TLR9,ENSG00000239732,pneumocystosis,EFO_0007448,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,viral pneumonia,EFO_0007541,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,Yersinia pestis infectious disease,EFO_0009425,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,respiratory failure,EFO_0009686,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,acute respiratory distress syndrome,EFO_1000637,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,hidradenitis suppurativa,EFO_1000710,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
TLR9,ENSG00000239732,lichen planus,EFO_1000726,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,habitual abortion,EFO_1000954,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,temporal arteritis,EFO_1001209,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,Thrombocytopenia,HP_0001873,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,Sepsis,HP_0100806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
TLR9,ENSG00000239732,type 1 diabetes mellitus,MONDO_0005147,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,type 2 diabetes mellitus,MONDO_0005148,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,osteoarthritis,MONDO_0005178,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,systemic lupus erythematosus,MONDO_0007915,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,cystic fibrosis,MONDO_0009061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
TLR9,ENSG00000239732,X-linked Alport syndrome,MONDO_0010520,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,graft versus host disease,MONDO_0013730,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,porphyria cutanea tarda,MONDO_0015104,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
TLR9,ENSG00000239732,autoimmune polyendocrinopathy,MONDO_0017278,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,retinitis pigmentosa,MONDO_0019200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
TLR9,ENSG00000239732,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,adult acute respiratory distress syndrome,MONDO_0100130,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
TLR9,ENSG00000239732,Zellweger syndrome,Orphanet_912,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
LILRA4,ENSG00000239961,alopecia areata,EFO_0004192,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
LILRA4,ENSG00000239961,acute lung injury,EFO_0004610,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
LILRA4,ENSG00000239961,lupus nephritis,EFO_0005761,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
LILRA4,ENSG00000239961,systemic lupus erythematosus,MONDO_0007915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
LILRA4,ENSG00000239961,discoid lupus erythematosus,MONDO_0019558,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
LILRA4,ENSG00000239961,acquired idiopathic inflammatory myopathy,MONDO_0020122,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MIF,ENSG00000240972,rheumatoid arthritis,EFO_0000685,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MIF,ENSG00000240972,Sjogren syndrome,EFO_0000699,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MIF,ENSG00000240972,lupus nephritis,EFO_0005761,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MIF,ENSG00000240972,autoimmune thrombocytopenic purpura,EFO_0007160,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MIF,ENSG00000240972,graft versus host disease,MONDO_0013730,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,epilepsy,EFO_0000474,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,genetic disorder,EFO_0000508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,cystic fibrosis,MONDO_0009061,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,Becker muscular dystrophy,MONDO_0010311,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,hemophilia A,MONDO_0010602,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,hemophilia B,MONDO_0010604,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,Duchenne muscular dystrophy,MONDO_0010679,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
RPL36A,ENSG00000241343,qualitative or quantitative defects of dystrophin,MONDO_0016147,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,cystinosis,MONDO_0016239,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,Alport syndrome,MONDO_0018965,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,aniridia,MONDO_0019172,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
RPL36A,ENSG00000241343,Disorder of amino acid and other organic acid metabolism,Orphanet_79062,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
ERVW-1,ENSG00000242950,relapsing-remitting multiple sclerosis,EFO_0003929,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
ERVW-1,ENSG00000242950,type 1 diabetes mellitus,MONDO_0005147,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
ERVW-1,ENSG00000242950,multiple sclerosis,MONDO_0005301,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,metabolic syndrome,EFO_0000195,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,diabetes mellitus,EFO_0000400,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
AMY2A,ENSG00000243480,hypertension,EFO_0000537,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,metabolic disease,EFO_0000589,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,obesity,EFO_0001073,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,coronary artery disease,EFO_0001645,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,non-alcoholic fatty liver disease,EFO_0003095,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,atherosclerosis,EFO_0003914,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,gestational diabetes,EFO_0004593,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,orthostatic hypotension,EFO_0005252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,hyperinsulinemic hypoglycemia,EFO_0007318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,aging,EFO_0022597,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,Hypercholesterolemia,HP_0003124,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
AMY2A,ENSG00000243480,type 2 diabetes mellitus,MONDO_0005148,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
IL10RB,ENSG00000243646,hepatitis C virus infection,EFO_0003047,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,hepatitis B virus infection,EFO_0004197,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,chronic hepatitis C virus infection,EFO_0004220,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,chronic hepatitis B virus infection,EFO_0004239,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,hepatitis D virus infection,EFO_0007304,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,chronic hepatitis,EFO_0008496,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,"Hepatitis, Alcoholic",EFO_1001345,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,graft versus host disease,MONDO_0013730,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
IL10RB,ENSG00000243646,COVID-19,MONDO_0100096,0.9256707429885864,0.1568395187474903,0.2863385555481091,0.0,3.0,2.0,2.0,0,1
CFB,ENSG00000243649,age-related macular degeneration,EFO_0001365,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CFB,ENSG00000243649,liver disease,EFO_0001421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CFB,ENSG00000243649,IGA glomerulonephritis,EFO_0004194,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CFB,ENSG00000243649,membranous glomerulonephritis,EFO_0004254,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CFB,ENSG00000243649,lupus nephritis,EFO_0005761,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CFB,ENSG00000243649,glomerulonephritis,MONDO_0002462,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CFB,ENSG00000243649,atypical hemolytic-uremic syndrome,MONDO_0016244,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CFB,ENSG00000243649,non-immunoglobulin-mediated membranoproliferative glomerulonephritis,MONDO_0018013,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CFB,ENSG00000243649,primary membranoproliferative glomerulonephritis,MONDO_0018904,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CFB,ENSG00000243649,paroxysmal nocturnal hemoglobinuria,MONDO_0100244,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
HBB,ENSG00000244734,liver disease,EFO_0001421,0.0,0.0,0.0,0.0,1.0,10.0,6.0,0,0
HBB,ENSG00000244734,kidney disease,EFO_0003086,0.4610778093338012,0.3112078571357136,0.0494873711753083,1.0,1.0,10.0,6.0,0,1
HBB,ENSG00000244734,anemia (phenotype),EFO_0004272,0.4610778093338012,1.953845920946831,0.0001830480551991,1.0,4.0,10.0,6.0,1,1
HBB,ENSG00000244734,acute lung injury,EFO_0004610,0.0,0.0,0.0,0.0,2.0,10.0,6.0,0,0
HBB,ENSG00000244734,anemia,MONDO_0002280,0.4976532161235809,2.32904812912323,0.0032955361884234,1.0,4.0,10.0,6.0,1,1
HBB,ENSG00000244734,sickle cell anemia,MONDO_0011382,0.0,0.0,0.0,0.0,4.0,10.0,6.0,1,0
HBB,ENSG00000244734,beta-thalassemia major,MONDO_0016486,0.0,0.0,0.0,0.0,1.0,10.0,6.0,0,0
HBB,ENSG00000244734,Beta-thalassemia,Orphanet_848,0.0,0.0,0.0,0.0,4.0,10.0,6.0,1,0
ADH1C,ENSG00000248144,age-related macular degeneration,EFO_0001365,0.0,0.0,0.0,0.0,1.0,7.0,4.0,0,0
PRKDC,ENSG00000253729,metastasis,EFO_0009708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
LYN,ENSG00000254087,HIV-1 infection,EFO_0000180,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,HIV infection,EFO_0000764,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,obesity,EFO_0001073,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,diabetic retinopathy,EFO_0003770,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
LYN,ENSG00000254087,chronic kidney disease,EFO_0003884,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,brain disease,EFO_0005774,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,macular degeneration,EFO_0009606,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,aging,EFO_0022597,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,Autosomal dominant polycystic kidney disease,EFO_1001496,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,scleroderma,EFO_1001993,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
LYN,ENSG00000254087,Dementia,HP_0000726,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
LYN,ENSG00000254087,Cognitive impairment,HP_0100543,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
LYN,ENSG00000254087,Alzheimer disease,MONDO_0004975,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
LYN,ENSG00000254087,amyotrophic lateral sclerosis,MONDO_0004976,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
LYN,ENSG00000254087,type 2 diabetes mellitus,MONDO_0005148,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
LYN,ENSG00000254087,choroidal neovascularization,MONDO_0810000,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
PGA5,ENSG00000256713,gastroesophageal reflux disease,EFO_0003948,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
PGA5,ENSG00000256713,duodenal ulcer,EFO_0004607,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
PGA5,ENSG00000256713,Peptic ulcer,HP_0004398,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
PGA5,ENSG00000256713,Esophagitis,HP_0100633,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
PGA5,ENSG00000256713,hemorrhage,MP_0001914,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
MGAM,ENSG00000257335,metabolic syndrome,EFO_0000195,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,diabetes mellitus,EFO_0000400,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
MGAM,ENSG00000257335,hypertension,EFO_0000537,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,metabolic disease,EFO_0000589,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,HIV infection,EFO_0000764,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MGAM,ENSG00000257335,obesity,EFO_0001073,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
MGAM,ENSG00000257335,coronary artery disease,EFO_0001645,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,non-alcoholic fatty liver disease,EFO_0003095,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MGAM,ENSG00000257335,atherosclerosis,EFO_0003914,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,chronic hepatitis C virus infection,EFO_0004220,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MGAM,ENSG00000257335,gestational diabetes,EFO_0004593,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,orthostatic hypotension,EFO_0005252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
MGAM,ENSG00000257335,dengue disease,EFO_0005547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
MGAM,ENSG00000257335,hyperinsulinemic hypoglycemia,EFO_0007318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
MGAM,ENSG00000257335,aging,EFO_0022597,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MGAM,ENSG00000257335,Hypercholesterolemia,HP_0003124,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,type 1 diabetes mellitus,MONDO_0005147,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MGAM,ENSG00000257335,type 2 diabetes mellitus,MONDO_0005148,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
FNTB,ENSG00000257365,hepatitis D virus infection,EFO_0007304,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
FNTB,ENSG00000257365,metastasis,EFO_0009708,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
FNTB,ENSG00000257365,Hutchinson-Gilford progeria syndrome,MONDO_0008310,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
FNTB,ENSG00000257365,progeria,MONDO_0020732,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
MGAM2,ENSG00000257743,HIV infection,EFO_0000764,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MGAM2,ENSG00000257743,chronic hepatitis C virus infection,EFO_0004220,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
MGAM2,ENSG00000257743,dengue disease,EFO_0005547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
MGAM2,ENSG00000257743,type 2 diabetes mellitus,MONDO_0005148,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
MC1R,ENSG00000258839,diffuse scleroderma,EFO_0000404,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,liver disease,EFO_0001421,0.0,0.0,0.0,0.0,1.0,30.0,8.0,0,0
MC1R,ENSG00000258839,aortic aneurysm,EFO_0001666,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,1.0,30.0,8.0,0,0
MC1R,ENSG00000258839,acne,EFO_0003894,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,Vitiligo,EFO_0004208,0.4538245499134063,0.1284951524580795,0.0917651187273365,1.0,2.0,30.0,8.0,0,1
MC1R,ENSG00000258839,urticaria,EFO_0005531,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,X-linked erythropoietic protoporphyria,EFO_0009064,0.0,0.0,0.0,0.0,3.0,30.0,8.0,0,0
MC1R,ENSG00000258839,kidney injury,EFO_0009833,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,Acute kidney injury,HP_0001919,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,Ischemic stroke,HP_0002140,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,erythropoietic protoporphyria,MONDO_0001676,0.0,0.0,0.0,0.0,4.0,30.0,8.0,1,0
MC1R,ENSG00000258839,variegate porphyria,MONDO_0008297,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,xeroderma pigmentosum,MONDO_0019600,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0,0
MC1R,ENSG00000258839,polymorphic light eruption,MONDO_0041182,0.0,0.0,0.0,0.0,3.0,30.0,8.0,0,0
TUBB3,ENSG00000258947,HIV-1 infection,EFO_0000180,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,atrial fibrillation,EFO_0000275,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,cardiovascular disease,EFO_0000319,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,diabetic nephropathy,EFO_0000401,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,diffuse scleroderma,EFO_0000404,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,hypertension,EFO_0000537,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,intracranial hemorrhage,EFO_0000551,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,ischemia,EFO_0000556,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,myocardial infarction,EFO_0000612,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,psoriasis,EFO_0000676,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,rheumatoid arthritis,EFO_0000685,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,severe acute respiratory syndrome,EFO_0000694,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,HIV infection,EFO_0000764,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,AIDS,EFO_0000765,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,coronary artery disease,EFO_0001645,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,ischemia reperfusion injury,EFO_0002687,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,peripheral neuropathy,EFO_0003100,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,heart failure,EFO_0003144,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,heart disease,EFO_0003777,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,Behcet's syndrome,EFO_0003780,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,lung disease,EFO_0003818,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,salivary gland neoplasm,EFO_0003826,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,pain,EFO_0003843,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,peripheral vascular disease,EFO_0003875,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,chronic kidney disease,EFO_0003884,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,atherosclerosis,EFO_0003914,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,aphthous ulcer,EFO_0003938,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,neuropathy,EFO_0004149,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,chronic hepatitis C virus infection,EFO_0004220,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,Coronary Restenosis,EFO_0004224,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,vascular disease,EFO_0004264,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,peripheral arterial disease,EFO_0004265,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,cardiac arrhythmia,EFO_0004269,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,anemia (phenotype),EFO_0004272,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,gout,EFO_0004274,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1,0
TUBB3,ENSG00000258947,"osteoarthritis, knee",EFO_0004616,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,rhegmatogenous retinal detachment,EFO_0005240,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,acute coronary syndrome,EFO_0005672,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,vasculitis,EFO_0006803,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,stricture,EFO_0006818,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,Chemotherapy-induced nausea and vomiting,EFO_0006911,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,myelosuppression,EFO_0007053,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,autoimmune thrombocytopenic purpura,EFO_0007160,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,coronavirus infectious disease,EFO_0007224,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,pericarditis,EFO_0007427,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,viral pneumonia,EFO_0007541,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,ST Elevation Myocardial Infarction,EFO_0008585,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,Non-ST Elevation Myocardial Infarction,EFO_0008586,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,metastasis,EFO_0009708,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0
TUBB3,ENSG00000258947,gastrointestinal disease,EFO_0010282,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,0
