Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
MGI:1920992	MGI	MGI:1920992	Lima1	LIM domain and actin binding 1	protein coding gene	ENSMUSG00000023022
MGI:1926146	MGI	MGI:1926146	Ecrg4	ECRG4 augurin precursor	protein coding gene	ENSMUSG00000026051
MGI:2447364	MGI	MGI:2447364	Smg5	SMG5 nonsense mediated mRNA decay factor	protein coding gene	ENSMUSG00000001415
MGI:1915395	MGI	MGI:1915395	Etaa1	Ewing tumor-associated antigen 1	protein coding gene	ENSMUSG00000016984
MGI:1922570	MGI	MGI:1922570	Etnk1	ethanolamine kinase 1	protein coding gene	ENSMUSG00000030275
MGI:1924933	MGI	MGI:1924933	Ehmt1	euchromatic histone methyltransferase 1	protein coding gene	ENSMUSG00000036893
MGI:1914721	MGI	MGI:1914721	Gpatch1	G patch domain containing 1	protein coding gene	ENSMUSG00000063808
MGI:2142527	MGI	MGI:2142527	Exoc8	exocyst complex component 8	protein coding gene	ENSMUSG00000074030
MGI:2153093	MGI	MGI:2153093	Cspg4	chondroitin sulfate proteoglycan 4	protein coding gene	ENSMUSG00000032911
MGI:2652894	MGI	MGI:2652894	Mapk15	mitogen-activated protein kinase 15	protein coding gene	ENSMUSG00000063704
MGI:1919257	MGI	MGI:1919257	Fndc3b	fibronectin type III domain containing 3B	protein coding gene	ENSMUSG00000039286
MGI:1922033	MGI	MGI:1922033	Fbf1	Fas binding factor 1	protein coding gene	ENSMUSG00000020776
MGI:1913837	MGI	MGI:1913837	Fastk	Fas-activated serine/threonine kinase	protein coding gene	ENSMUSG00000028959
MGI:1347093	MGI	MGI:1347093	Fto	FTO alpha-ketoglutarate dependent dioxygenase	protein coding gene	ENSMUSG00000055932
MGI:1919444	MGI	MGI:1919444	Fbxl20	F-box and leucine-rich repeat protein 20	protein coding gene	ENSMUSG00000020883
MGI:1339795	MGI	MGI:1339795	Smc3	structural maintenance of chromosomes 3	protein coding gene	ENSMUSG00000024974
MGI:1921452	MGI	MGI:1921452	Fblim1	filamin binding LIM protein 1	protein coding gene	ENSMUSG00000006219
MGI:2442633	MGI	MGI:2442633	Rabl6	RAB, member RAS oncogene family-like 6	protein coding gene	ENSMUSG00000015087
MGI:107794	MGI	MGI:107794	Zfp69	zinc finger protein 69	protein coding gene	ENSMUSG00000064141
MGI:2684334	MGI	MGI:2684334	Vwa2	von Willebrand factor A domain containing 2	protein coding gene	ENSMUSG00000025082
MGI:1921895	MGI	MGI:1921895	Tent5c	terminal nucleotidyltransferase 5C	protein coding gene	ENSMUSG00000044468
MGI:1921733	MGI	MGI:1921733	Ankhd1	ankyrin repeat and KH domain containing 1	protein coding gene	ENSMUSG00000024483
MGI:1917206	MGI	MGI:1917206	Ptcd3	pentatricopeptide repeat domain 3	protein coding gene	ENSMUSG00000063884
MGI:2448561	MGI	MGI:2448561	Ythdc2	YTH domain containing 2	protein coding gene	ENSMUSG00000034653
MGI:1914116	MGI	MGI:1914116	Nhlrc2	NHL repeat containing 2	protein coding gene	ENSMUSG00000025078
MGI:1914642	MGI	MGI:1914642	4833420G17Rik	RIKEN cDNA 4833420G17 gene	protein coding gene	ENSMUSG00000062822
MGI:1924567	MGI	MGI:1924567	Miga1	mitoguardin 1	protein coding gene	ENSMUSG00000054942
MGI:1923656	MGI	MGI:1923656	Saxo5	stabilizer of axonemal microtubules 5	protein coding gene	ENSMUSG00000040340
MGI:102519	MGI	MGI:102519	Cst3	cystatin C	protein coding gene	ENSMUSG00000027447
MGI:1918038	MGI	MGI:1918038	Klhl30	kelch-like 30	protein coding gene	ENSMUSG00000026308
MGI:1921094	MGI	MGI:1921094	Ankrd45	ankyrin repeat domain 45	protein coding gene	ENSMUSG00000044835
MGI:1919144	MGI	MGI:1919144	Pla2g4e	phospholipase A2, group IVE	protein coding gene	ENSMUSG00000050211
MGI:87920	MGI	MGI:87920	Plin2	perilipin 2	protein coding gene	ENSMUSG00000028494
MGI:1923551	MGI	MGI:1923551	Trafd1	TRAF type zinc finger domain containing 1	protein coding gene	ENSMUSG00000042726
MGI:109514	MGI	MGI:109514	Cstb	cystatin B	protein coding gene	ENSMUSG00000005054
MGI:1926790	MGI	MGI:1926790	Fzr1	fizzy and cell division cycle 20 related 1	protein coding gene	ENSMUSG00000020235
MGI:1916888	MGI	MGI:1916888	Enho	energy homeostasis associated	protein coding gene	ENSMUSG00000028445
MGI:2663979	MGI	MGI:2663979	Galp	galanin-like peptide	protein coding gene	ENSMUSG00000034660
MGI:3045263	MGI	MGI:3045263	Dnajc5g	DnaJ heat shock protein family (Hsp40) member C5 gamma	protein coding gene	ENSMUSG00000053856
MGI:1098586	MGI	MGI:1098586	Rab11fip5	RAB11 family interacting protein 5 (class I)	protein coding gene	ENSMUSG00000051343
MGI:3652048	MGI	MGI:3652048	Gas2l2	growth arrest-specific 2 like 2	protein coding gene	ENSMUSG00000020686
MGI:1354744	MGI	MGI:1354744	Fbxo44	F-box protein 44	protein coding gene	ENSMUSG00000029001
MGI:1261768	MGI	MGI:1261768	Stbd1	starch binding domain 1	protein coding gene	ENSMUSG00000047963
MGI:1914258	MGI	MGI:1914258	Yae1d1	Yae1 domain containing 1	protein coding gene	ENSMUSG00000075054
MGI:1919340	MGI	MGI:1919340	Entpd8	ectonucleoside triphosphate diphosphohydrolase 8	protein coding gene	ENSMUSG00000036813
MGI:1929872	MGI	MGI:1929872	Mogs	mannosyl-oligosaccharide glucosidase	protein coding gene	ENSMUSG00000030036
MGI:1931029	MGI	MGI:1931029	Golga7	golgin A7	protein coding gene	ENSMUSG00000015341
MGI:1914430	MGI	MGI:1914430	Yipf5	Yip1 domain family, member 5	protein coding gene	ENSMUSG00000024487
MGI:1919684	MGI	MGI:1919684	Lypd3	Ly6/Plaur domain containing 3	protein coding gene	ENSMUSG00000057454
MGI:2441827	MGI	MGI:2441827	Rxfp3	relaxin family peptide receptor 3	protein coding gene	ENSMUSG00000060735
MGI:2149712	MGI	MGI:2149712	Greb1	gene regulated by estrogen in breast cancer protein	protein coding gene	ENSMUSG00000036523
MGI:2141794	MGI	MGI:2141794	Frmd4b	FERM domain containing 4B	protein coding gene	ENSMUSG00000030064
MGI:1922032	MGI	MGI:1922032	Glt8d2	glycosyltransferase 8 domain containing 2	protein coding gene	ENSMUSG00000020251
MGI:2443129	MGI	MGI:2443129	Golm2	golgi membrane protein 2	protein coding gene	ENSMUSG00000060227
MGI:1919891	MGI	MGI:1919891	Mob2	MOB kinase activator 2	protein coding gene	ENSMUSG00000025147
MGI:2675296	MGI	MGI:2675296	Crebzf	CREB/ATF bZIP transcription factor	protein coding gene	ENSMUSG00000051451
MGI:1914815	MGI	MGI:1914815	Gramd2b	GRAM domain containing 2B	protein coding gene	ENSMUSG00000001700
MGI:1353448	MGI	MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	protein coding gene	ENSMUSG00000029613
MGI:2147607	MGI	MGI:2147607	Ccdc85b	coiled-coil domain containing 85B	protein coding gene	ENSMUSG00000095098
MGI:1917511	MGI	MGI:1917511	Chp2	calcineurin-like EF hand protein 2	protein coding gene	ENSMUSG00000030865
MGI:1352760	MGI	MGI:1352760	Hdgfl3	HDGF like 3	protein coding gene	ENSMUSG00000025104
MGI:1098801	MGI	MGI:1098801	Otud4	OTU domain containing 4	protein coding gene	ENSMUSG00000036990
MGI:1921495	MGI	MGI:1921495	Ctbs	chitobiase	protein coding gene	ENSMUSG00000028189
MGI:3576783	MGI	MGI:3576783	Eme1	essential meiotic structure-specific endonuclease 1	protein coding gene	ENSMUSG00000039055
MGI:109369	MGI	MGI:109369	Hp1bp3	heterochromatin protein 1, binding protein 3	protein coding gene	ENSMUSG00000028759
MGI:96270	MGI	MGI:96270	Trmt2a	TRM2 tRNA methyltransferase 2A	protein coding gene	ENSMUSG00000022721
MGI:1913977	MGI	MGI:1913977	Plaat5	phospholipase A and acyltransferase 5	protein coding gene	ENSMUSG00000024973
MGI:1914012	MGI	MGI:1914012	Dnajb7	DnaJ heat shock protein family (Hsp40) member B7	protein coding gene	ENSMUSG00000047108
MGI:1915074	MGI	MGI:1915074	Nmral1	NmrA-like family domain containing 1	protein coding gene	ENSMUSG00000063445
MGI:1915286	MGI	MGI:1915286	Zfp706	zinc finger protein 706	protein coding gene	ENSMUSG00000062397
MGI:1289302	MGI	MGI:1289302	Ccdc59	coiled-coil domain containing 59	protein coding gene	ENSMUSG00000019897
MGI:1339968	MGI	MGI:1339968	Cth	cystathionine gamma lyase	protein coding gene	ENSMUSG00000028179
MGI:1923751	MGI	MGI:1923751	Commd9	COMM domain containing 9	protein coding gene	ENSMUSG00000027163
MGI:1920188	MGI	MGI:1920188	Ift25	intraflagellar transport 25	protein coding gene	ENSMUSG00000063172
MGI:1913845	MGI	MGI:1913845	Aste1	asteroid homolog 1	protein coding gene	ENSMUSG00000032567
MGI:1917937	MGI	MGI:1917937	Cep15	centrosomal protein 15	protein coding gene	ENSMUSG00000033111
MGI:2657115	MGI	MGI:2657115	Fam151a	family with sequence simliarity 151, member A	protein coding gene	ENSMUSG00000034871
MGI:2442596	MGI	MGI:2442596	Yod1	YOD1 deubiquitinase	protein coding gene	ENSMUSG00000046404
MGI:1277184	MGI	MGI:1277184	Macir	macrophage immunometabolism regulator	protein coding gene	ENSMUSG00000044768
MGI:1916279	MGI	MGI:1916279	Smdt1	single-pass membrane protein with aspartate rich tail 1	protein coding gene	ENSMUSG00000022452
MGI:2685062	MGI	MGI:2685062	Catip	ciliogenesis associated TTC17 interacting protein	protein coding gene	ENSMUSG00000073650
MGI:1919043	MGI	MGI:1919043	Ints12	integrator complex subunit 12	protein coding gene	ENSMUSG00000028016
MGI:1923776	MGI	MGI:1923776	Gatc	glutamyl-tRNA amidotransferase subunit C	protein coding gene	ENSMUSG00000029536
MGI:1289164	MGI	MGI:1289164	Ncaph2	non-SMC condensin II complex, subunit H2	protein coding gene	ENSMUSG00000008690
MGI:2140839	MGI	MGI:2140839	Lrrc8c	leucine rich repeat containing 8 family, member C	protein coding gene	ENSMUSG00000054720
MGI:1196252	MGI	MGI:1196252	Spice1	spindle and centriole associated protein 1	protein coding gene	ENSMUSG00000043065
MGI:1924712	MGI	MGI:1924712	Tmem116	transmembrane protein 116	protein coding gene	ENSMUSG00000029452
MGI:1915553	MGI	MGI:1915553	Fam114a1	family with sequence similarity 114, member A1	protein coding gene	ENSMUSG00000029185
MGI:1919665	MGI	MGI:1919665	Sgo1	shugoshin 1	protein coding gene	ENSMUSG00000023940
MGI:1916824	MGI	MGI:1916824	Cmbl	carboxymethylenebutenolidase homolog	protein coding gene	ENSMUSG00000022235
MGI:3039591	MGI	MGI:3039591	Mtss2	MTSS I-BAR domain containing 2	protein coding gene	ENSMUSG00000033763
MGI:2385599	MGI	MGI:2385599	Gtpbp10	GTP-binding protein 10 (putative)	protein coding gene	ENSMUSG00000040464
MGI:3584513	MGI	MGI:3584513	Fdxacb1	ferredoxin-fold anticodon binding domain containing 1	protein coding gene	ENSMUSG00000037845
MGI:1916806	MGI	MGI:1916806	Bod1	biorientation of chromosomes in cell division 1	protein coding gene	ENSMUSG00000044502
MGI:3613669	MGI	MGI:3613669	Shf	Src homology 2 domain containing F	protein coding gene	ENSMUSG00000033256
MGI:2444136	MGI	MGI:2444136	Mars2	methionine-tRNA synthetase 2 (mitochondrial)	protein coding gene	ENSMUSG00000046994
MGI:1915616	MGI	MGI:1915616	Tmem129	transmembrane protein 129	protein coding gene	ENSMUSG00000019295
MGI:2140077	MGI	MGI:2140077	Slc9b2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	protein coding gene	ENSMUSG00000037994
MGI:1923547	MGI	MGI:1923547	Kti12	KTI12 homolog, chromatin associated	protein coding gene	ENSMUSG00000073775
MGI:2443812	MGI	MGI:2443812	Phf21b	PHD finger protein 21B	protein coding gene	ENSMUSG00000016624
MGI:1916403	MGI	MGI:1916403	Ccdc124	coiled-coil domain containing 124	protein coding gene	ENSMUSG00000007721
MGI:1918381	MGI	MGI:1918381	Zfp689	zinc finger protein 689	protein coding gene	ENSMUSG00000048921
MGI:1924167	MGI	MGI:1924167	Flywch2	FLYWCH family member 2	protein coding gene	ENSMUSG00000023911
MGI:3505790	MGI	MGI:3505790	Fcho2	FCH domain only 2	protein coding gene	ENSMUSG00000041685
MGI:1914917	MGI	MGI:1914917	Alkbh8	alkB homolog 8, tRNA methyltransferase	protein coding gene	ENSMUSG00000025899
MGI:1914703	MGI	MGI:1914703	Slc25a46	solute carrier family 25, member 46	protein coding gene	ENSMUSG00000024259
MGI:1921116	MGI	MGI:1921116	Pabir3	PABIR family member 3	protein coding gene	ENSMUSG00000036013
MGI:1925004	MGI	MGI:1925004	Prune2	prune homolog 2	protein coding gene	ENSMUSG00000039126
MGI:3588192	MGI	MGI:3588192	Rtl4	retrotransposon Gag like 4	protein coding gene	ENSMUSG00000071679
MGI:1923520	MGI	MGI:1923520	Cyrib	CYFIP related Rac1 interactor B	protein coding gene	ENSMUSG00000022378
MGI:1916421	MGI	MGI:1916421	Cnppd1	cyclin Pas1/PHO80 domain containing 1	protein coding gene	ENSMUSG00000033159
MGI:1919133	MGI	MGI:1919133	Coq2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	protein coding gene	ENSMUSG00000029319
MGI:1918057	MGI	MGI:1918057	Arrdc2	arrestin domain containing 2	protein coding gene	ENSMUSG00000002910
MGI:1915532	MGI	MGI:1915532	Yipf1	Yip1 domain family, member 1	protein coding gene	ENSMUSG00000057375
MGI:1917630	MGI	MGI:1917630	Mospd1	motile sperm domain containing 1	protein coding gene	ENSMUSG00000023074
MGI:1924291	MGI	MGI:1924291	Arsk	arylsulfatase K	protein coding gene	ENSMUSG00000021592
MGI:2145890	MGI	MGI:2145890	Ano6	anoctamin 6	protein coding gene	ENSMUSG00000064210
MGI:1196217	MGI	MGI:1196217	Tcaim	T cell activation inhibitor, mitochondrial	protein coding gene	ENSMUSG00000046603
MGI:1289263	MGI	MGI:1289263	Ccdc39	coiled-coil domain containing 39	protein coding gene	ENSMUSG00000027676
MGI:2142593	MGI	MGI:2142593	Enkd1	enkurin domain containing 1	protein coding gene	ENSMUSG00000013155
MGI:2444387	MGI	MGI:2444387	Cfap46	cilia and flagella associated protein 46	protein coding gene	ENSMUSG00000049571
MGI:1926142	MGI	MGI:1926142	Crispld2	cysteine-rich secretory protein LCCL domain containing 2	protein coding gene	ENSMUSG00000031825
MGI:1919391	MGI	MGI:1919391	Adpgk	ADP-dependent glucokinase	protein coding gene	ENSMUSG00000025236
MGI:2443024	MGI	MGI:2443024	Gramd1c	GRAM domain containing 1C	protein coding gene	ENSMUSG00000036292
MGI:2387176	MGI	MGI:2387176	Tmem18	transmembrane protein 18	protein coding gene	ENSMUSG00000043061
MGI:1926145	MGI	MGI:1926145	Pus7l	pseudouridylate synthase 7-like	protein coding gene	ENSMUSG00000033356
MGI:2685616	MGI	MGI:2685616	Drc7	dynein regulatory complex subunit 7	protein coding gene	ENSMUSG00000031786
MGI:88562	MGI	MGI:88562	Ctsd	cathepsin D	protein coding gene	ENSMUSG00000007891
MGI:3647604	MGI	MGI:3647604	Fam186b	family with sequence similarity 186, member B	protein coding gene	ENSMUSG00000078907
MGI:87929	MGI	MGI:87929	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	protein coding gene	ENSMUSG00000028138
MGI:1915164	MGI	MGI:1915164	Coq9	coenzyme Q9	protein coding gene	ENSMUSG00000031782
MGI:2444103	MGI	MGI:2444103	Ankrd27	ankyrin repeat domain 27	protein coding gene	ENSMUSG00000034867
MGI:2685917	MGI	MGI:2685917	4930590J08Rik	RIKEN cDNA 4930590J08 gene	protein coding gene	ENSMUSG00000034063
MGI:3583900	MGI	MGI:3583900	Elmod1	ELMO/CED-12 domain containing 1	protein coding gene	ENSMUSG00000041986
MGI:107285	MGI	MGI:107285	Ctsh	cathepsin H	protein coding gene	ENSMUSG00000032359
MGI:107823	MGI	MGI:107823	Ctsk	cathepsin K	protein coding gene	ENSMUSG00000028111
MGI:1915247	MGI	MGI:1915247	Ddx59	DEAD box helicase 59	protein coding gene	ENSMUSG00000026404
MGI:1922647	MGI	MGI:1922647	Arhgap24	Rho GTPase activating protein 24	protein coding gene	ENSMUSG00000057315
MGI:1098568	MGI	MGI:1098568	Tmem222	transmembrane protein 222	protein coding gene	ENSMUSG00000028857
MGI:3612184	MGI	MGI:3612184	Ccdc8	coiled-coil domain containing 8	protein coding gene	ENSMUSG00000041117
MGI:1921599	MGI	MGI:1921599	Fhip1b	FHF complex subunit HOOK interacting protein 1B	protein coding gene	ENSMUSG00000044465
MGI:1913521	MGI	MGI:1913521	Tmem126a	transmembrane protein 126A	protein coding gene	ENSMUSG00000030615
MGI:2443226	MGI	MGI:2443226	Pde12	phosphodiesterase 12	protein coding gene	ENSMUSG00000043702
MGI:1924234	MGI	MGI:1924234	Katnal2	katanin p60 subunit A-like 2	protein coding gene	ENSMUSG00000025420
MGI:2442893	MGI	MGI:2442893	Tmprss11b	transmembrane protease, serine 11B	protein coding gene	ENSMUSG00000035861
MGI:2442638	MGI	MGI:2442638	Flywch1	FLYWCH-type zinc finger 1	protein coding gene	ENSMUSG00000040097
MGI:2442505	MGI	MGI:2442505	Zfp664	zinc finger protein 664	protein coding gene	ENSMUSG00000079215
MGI:1920344	MGI	MGI:1920344	Sgip1	SH3-domain GRB2-like (endophilin) interacting protein 1	protein coding gene	ENSMUSG00000028524
MGI:3036270	MGI	MGI:3036270	Atxn7l3	ataxin 7-like 3	protein coding gene	ENSMUSG00000059995
MGI:1915916	MGI	MGI:1915916	Svop	SV2 related protein	protein coding gene	ENSMUSG00000042078
MGI:2144506	MGI	MGI:2144506	Rundc1	RUN domain containing 1	protein coding gene	ENSMUSG00000035007
MGI:2139628	MGI	MGI:2139628	Ctso	cathepsin O	protein coding gene	ENSMUSG00000028015
MGI:1196223	MGI	MGI:1196223	Prag1	PEAK1 related kinase activating pseudokinase 1	protein coding gene	ENSMUSG00000050271
MGI:101825	MGI	MGI:101825	Tango2	transport and golgi organization 2	protein coding gene	ENSMUSG00000013539
MGI:1918319	MGI	MGI:1918319	Stox2	storkhead box 2	protein coding gene	ENSMUSG00000038143
MGI:1915485	MGI	MGI:1915485	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)	protein coding gene	ENSMUSG00000038065
MGI:1923988	MGI	MGI:1923988	Paf1	Paf1, RNA polymerase II complex component	protein coding gene	ENSMUSG00000003437
MGI:1920933	MGI	MGI:1920933	Atg16l2	autophagy related 16 like 2	protein coding gene	ENSMUSG00000047767
MGI:1915264	MGI	MGI:1915264	Zwilch	zwilch kinetochore protein	protein coding gene	ENSMUSG00000032400
MGI:2444896	MGI	MGI:2444896	Enox1	ecto-NOX disulfide-thiol exchanger 1	protein coding gene	ENSMUSG00000022012
MGI:1918917	MGI	MGI:1918917	Tmem248	transmembrane protein 248	protein coding gene	ENSMUSG00000053094
MGI:1931256	MGI	MGI:1931256	Cubn	cubilin	protein coding gene	ENSMUSG00000026726
MGI:2447076	MGI	MGI:2447076	Kif26b	kinesin family member 26B	protein coding gene	ENSMUSG00000026494
MGI:2384874	MGI	MGI:2384874	Tmem51	transmembrane protein 51	protein coding gene	ENSMUSG00000040616
MGI:1924023	MGI	MGI:1924023	Ntaq1	N-terminal glutamine amidase 1	protein coding gene	ENSMUSG00000022359
MGI:3606484	MGI	MGI:3606484	Kdm4d	lysine (K)-specific demethylase 4D	protein coding gene	ENSMUSG00000053914
MGI:1338822	MGI	MGI:1338822	Celf2	CUGBP, Elav-like family member 2	protein coding gene	ENSMUSG00000002107
MGI:1914060	MGI	MGI:1914060	Rbm22	RNA binding motif protein 22	protein coding gene	ENSMUSG00000024604
MGI:1914171	MGI	MGI:1914171	Prpf38b	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	protein coding gene	ENSMUSG00000027881
MGI:1918049	MGI	MGI:1918049	Cep192	centrosomal protein 192	protein coding gene	ENSMUSG00000024542
MGI:1920136	MGI	MGI:1920136	Yju2	YJU2 splicing factor	protein coding gene	ENSMUSG00000003208
MGI:2384933	MGI	MGI:2384933	Wrap53	WD repeat containing, antisense to Trp53	protein coding gene	ENSMUSG00000041346
MGI:2687035	MGI	MGI:2687035	Far2	fatty acyl CoA reductase 2	protein coding gene	ENSMUSG00000030303
MGI:1914690	MGI	MGI:1914690	Mtpap	mitochondrial poly(A) polymerase	protein coding gene	ENSMUSG00000024234
MGI:1915039	MGI	MGI:1915039	Dalrd3	DALR anticodon binding domain containing 3	protein coding gene	ENSMUSG00000019039
MGI:2442510	MGI	MGI:2442510	Dars2	aspartyl-tRNA synthetase 2 (mitochondrial)	protein coding gene	ENSMUSG00000026709
MGI:1917823	MGI	MGI:1917823	Tbccd1	TBCC domain containing 1	protein coding gene	ENSMUSG00000004462
MGI:1918135	MGI	MGI:1918135	Ints10	integrator complex subunit 10	protein coding gene	ENSMUSG00000031864
MGI:2682307	MGI	MGI:2682307	Ric8b	RIC8 guanine nucleotide exchange factor B	protein coding gene	ENSMUSG00000035620
MGI:1916658	MGI	MGI:1916658	Dnajc17	DnaJ heat shock protein family (Hsp40) member C17	protein coding gene	ENSMUSG00000034278
MGI:2384879	MGI	MGI:2384879	Prmt7	protein arginine N-methyltransferase 7	protein coding gene	ENSMUSG00000060098
MGI:1914496	MGI	MGI:1914496	Resf1	retroelement silencing factor 1	protein coding gene	ENSMUSG00000032712
MGI:1922967	MGI	MGI:1922967	Cul5	cullin 5	protein coding gene	ENSMUSG00000032030
MGI:2385066	MGI	MGI:2385066	Rprd1a	regulation of nuclear pre-mRNA domain containing 1A	protein coding gene	ENSMUSG00000040446
MGI:1914416	MGI	MGI:1914416	Arl8b	ADP-ribosylation factor-like 8B	protein coding gene	ENSMUSG00000030105
MGI:3590554	MGI	MGI:3590554	Firrm	FIGNL1 interacting regulator of recombination and mitosis	protein coding gene	ENSMUSG00000041406
MGI:1920145	MGI	MGI:1920145	Setd5	SET domain containing 5	protein coding gene	ENSMUSG00000034269
MGI:1919214	MGI	MGI:1919214	Atad3a	ATPase family, AAA domain containing 3A	protein coding gene	ENSMUSG00000029036
MGI:2384790	MGI	MGI:2384790	Fanci	Fanconi anemia, complementation group I	protein coding gene	ENSMUSG00000039187
MGI:2442978	MGI	MGI:2442978	Ogfod1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	protein coding gene	ENSMUSG00000033009
MGI:1914723	MGI	MGI:1914723	Slc47a1	solute carrier family 47, member 1	protein coding gene	ENSMUSG00000010122
MGI:1098533	MGI	MGI:1098533	Ints9	integrator complex subunit 9	protein coding gene	ENSMUSG00000021975
MGI:2141161	MGI	MGI:2141161	Tyw1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	protein coding gene	ENSMUSG00000056310
MGI:1921579	MGI	MGI:1921579	Inava	innate immunity activator	protein coding gene	ENSMUSG00000041605
MGI:1915138	MGI	MGI:1915138	Tmem100	transmembrane protein 100	protein coding gene	ENSMUSG00000069763
MGI:1915549	MGI	MGI:1915549	Vps53	VPS53 GARP complex subunit	protein coding gene	ENSMUSG00000017288
MGI:1922828	MGI	MGI:1922828	Fggy	FGGY carbohydrate kinase domain containing	protein coding gene	ENSMUSG00000028573
MGI:1921371	MGI	MGI:1921371	Acoxl	acyl-Coenzyme A oxidase-like	protein coding gene	ENSMUSG00000027380
MGI:2443079	MGI	MGI:2443079	Klhl26	kelch-like 26	protein coding gene	ENSMUSG00000055707
MGI:2139018	MGI	MGI:2139018	Olah	oleoyl-ACP hydrolase	protein coding gene	ENSMUSG00000026645
MGI:1277238	MGI	MGI:1277238	Cfap44	cilia and flagella associated protein 44	protein coding gene	ENSMUSG00000071550
MGI:3039628	MGI	MGI:3039628	Rsad1	radical S-adenosyl methionine domain containing 1	protein coding gene	ENSMUSG00000039096
MGI:2384580	MGI	MGI:2384580	Cmtr2	cap methyltransferase 2	protein coding gene	ENSMUSG00000046441
MGI:1913679	MGI	MGI:1913679	Ufsp2	UFM1-specific peptidase 2	protein coding gene	ENSMUSG00000031634
MGI:1915045	MGI	MGI:1915045	Rnls	renalase, FAD-dependent amine oxidase	polymorphic pseudogene	ENSMUSG00000071573
MGI:2444993	MGI	MGI:2444993	Rsbn1	rosbin, round spermatid basic protein 1	protein coding gene	ENSMUSG00000044098
MGI:1918962	MGI	MGI:1918962	Dram1	DNA-damage regulated autophagy modulator 1	protein coding gene	ENSMUSG00000020057
MGI:1922257	MGI	MGI:1922257	Mindy1	MINDY lysine 48 deubiquitinase 1	protein coding gene	ENSMUSG00000038712
MGI:2441788	MGI	MGI:2441788	Shfl	shiftless antiviral inhibitor of ribosomal frameshifting	protein coding gene	ENSMUSG00000038884
MGI:1914403	MGI	MGI:1914403	Rnaseh2b	ribonuclease H2, subunit B	protein coding gene	ENSMUSG00000021932
MGI:3583942	MGI	MGI:3583942	Chmp6	charged multivesicular body protein 6	protein coding gene	ENSMUSG00000025371
MGI:3045303	MGI	MGI:3045303	Mamld1	mastermind-like domain containing 1	protein coding gene	ENSMUSG00000059401
MGI:1922555	MGI	MGI:1922555	Ankrd53	ankyrin repeat domain 53	protein coding gene	ENSMUSG00000014747
MGI:1916396	MGI	MGI:1916396	Gsdmd	gasdermin D	protein coding gene	ENSMUSG00000022575
MGI:1924001	MGI	MGI:1924001	Chd9	chromodomain helicase DNA binding protein 9	protein coding gene	ENSMUSG00000056608
MGI:1920094	MGI	MGI:1920094	Kctd17	potassium channel tetramerisation domain containing 17	protein coding gene	ENSMUSG00000033287
MGI:2442115	MGI	MGI:2442115	Wdr59	WD repeat domain 59	protein coding gene	ENSMUSG00000031959
MGI:1914681	MGI	MGI:1914681	4933402N03Rik	RIKEN cDNA 4933402N03 gene	protein coding gene	ENSMUSG00000013668
MGI:103253	MGI	MGI:103253	Cyb561	cytochrome b-561	protein coding gene	ENSMUSG00000019590
MGI:1917271	MGI	MGI:1917271	Nt5dc2	5'-nucleotidase domain containing 2	protein coding gene	ENSMUSG00000071547
MGI:2384812	MGI	MGI:2384812	Lpcat1	lysophosphatidylcholine acyltransferase 1	protein coding gene	ENSMUSG00000021608
MGI:1919607	MGI	MGI:1919607	2210016L21Rik	RIKEN cDNA 2210016L21 gene	protein coding gene	ENSMUSG00000029559
MGI:1923401	MGI	MGI:1923401	Cep76	centrosomal protein 76	protein coding gene	ENSMUSG00000073542
MGI:2142786	MGI	MGI:2142786	Tango6	transport and golgi organization 6	protein coding gene	ENSMUSG00000041949
MGI:1915600	MGI	MGI:1915600	Mul1	mitochondrial ubiquitin ligase activator of NFKB 1	protein coding gene	ENSMUSG00000041241
MGI:1919247	MGI	MGI:1919247	Smg9	SMG9 nonsense mediated mRNA decay factor	protein coding gene	ENSMUSG00000002210
MGI:2384899	MGI	MGI:2384899	Kri1	KRI1 homolog	protein coding gene	ENSMUSG00000035047
MGI:1316658	MGI	MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	protein coding gene	ENSMUSG00000006519
MGI:2442675	MGI	MGI:2442675	Rfx7	regulatory factor X, 7	protein coding gene	ENSMUSG00000037674
MGI:1920977	MGI	MGI:1920977	Mcmbp	minichromosome maintenance complex binding protein	protein coding gene	ENSMUSG00000048170
MGI:2442563	MGI	MGI:2442563	Naa25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	protein coding gene	ENSMUSG00000042719
MGI:1918867	MGI	MGI:1918867	Armh3	armadillo-like helical domain containing 3	protein coding gene	ENSMUSG00000039901
MGI:2139469	MGI	MGI:2139469	Fastkd5	FAST kinase domains 5	protein coding gene	ENSMUSG00000079043
MGI:2141142	MGI	MGI:2141142	Rpap2	RNA polymerase II associated protein 2	protein coding gene	ENSMUSG00000033773
