Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
MGI:1916047	MGI	MGI:1916047	Pdgfrl	platelet-derived growth factor receptor-like	protein coding gene	ENSMUSG00000031595
MGI:1926119	MGI	MGI:1926119	Pdk1	pyruvate dehydrogenase kinase, isoenzyme 1	protein coding gene	ENSMUSG00000006494
MGI:2384308	MGI	MGI:2384308	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3	protein coding gene	ENSMUSG00000035232
MGI:1351481	MGI	MGI:1351481	Pdk4	pyruvate dehydrogenase kinase, isoenzyme 4	protein coding gene	ENSMUSG00000019577
MGI:1351869	MGI	MGI:1351869	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	protein coding gene	ENSMUSG00000032788
MGI:108028	MGI	MGI:108028	Atr	ataxia telangiectasia and Rad3 related	protein coding gene	ENSMUSG00000032409
MGI:97535	MGI	MGI:97535	Pdyn	prodynorphin	protein coding gene	ENSMUSG00000027400
MGI:1928901	MGI	MGI:1928901	Pdzk1	PDZ domain containing 1	protein coding gene	ENSMUSG00000038298
MGI:108080	MGI	MGI:108080	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	protein coding gene	ENSMUSG00000000753
MGI:1914495	MGI	MGI:1914495	Peli1	pellino 1	protein coding gene	ENSMUSG00000020134
MGI:104629	MGI	MGI:104629	Penk	preproenkephalin	protein coding gene	ENSMUSG00000045573
MGI:97542	MGI	MGI:97542	Pepd	peptidase D	protein coding gene	ENSMUSG00000063931
MGI:1890613	MGI	MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	protein coding gene	ENSMUSG00000020430
MGI:1341628	MGI	MGI:1341628	Atrn	attractin	protein coding gene	ENSMUSG00000027312
MGI:1929646	MGI	MGI:1929646	Pex3	peroxisomal biogenesis factor 3	protein coding gene	ENSMUSG00000019809
MGI:1928753	MGI	MGI:1928753	Pfdn5	prefoldin 5	protein coding gene	ENSMUSG00000001289
MGI:107816	MGI	MGI:107816	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	protein coding gene	ENSMUSG00000025271
MGI:107815	MGI	MGI:107815	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	protein coding gene	ENSMUSG00000026409
MGI:2687284	MGI	MGI:2687284	Pfkfb4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	protein coding gene	ENSMUSG00000025648
MGI:97547	MGI	MGI:97547	Pfkl	phosphofructokinase, liver, B-type	protein coding gene	ENSMUSG00000020277
MGI:97549	MGI	MGI:97549	Pfn1	profilin 1	protein coding gene	ENSMUSG00000018293
MGI:894318	MGI	MGI:894318	Cdk14	cyclin dependent kinase 14	protein coding gene	ENSMUSG00000028926
MGI:87867	MGI	MGI:87867	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	protein coding gene	ENSMUSG00000062908
MGI:1338011	MGI	MGI:1338011	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	protein coding gene	ENSMUSG00000021460
MGI:98647	MGI	MGI:98647	Phf1	PHD finger protein 1	protein coding gene	ENSMUSG00000024193
MGI:2446126	MGI	MGI:2446126	Phf3	PHD finger protein 3	protein coding gene	ENSMUSG00000048874
MGI:97576	MGI	MGI:97576	Phka1	phosphorylase kinase alpha 1	protein coding gene	ENSMUSG00000034055
MGI:97578	MGI	MGI:97578	Phkb	phosphorylase kinase beta	protein coding gene	ENSMUSG00000036879
MGI:1916211	MGI	MGI:1916211	Phkg2	phosphorylase kinase, gamma 2 (testis)	protein coding gene	ENSMUSG00000030815
MGI:1332671	MGI	MGI:1332671	Phtf1	putative homeodomain transcription factor 1	protein coding gene	ENSMUSG00000058388
MGI:88121	MGI	MGI:88121	Avp	arginine vasopressin	protein coding gene	ENSMUSG00000037727
MGI:891978	MGI	MGI:891978	Phyh	phytanoyl-CoA hydroxylase	protein coding gene	ENSMUSG00000026664
MGI:1934659	MGI	MGI:1934659	Pi15	peptidase inhibitor 15	protein coding gene	ENSMUSG00000067780
MGI:109579	MGI	MGI:109579	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5	protein coding gene	ENSMUSG00000067006
MGI:1914542	MGI	MGI:1914542	Pigc	phosphatidylinositol glycan anchor biosynthesis, class C	protein coding gene	ENSMUSG00000026698
MGI:99462	MGI	MGI:99462	Pigf	phosphatidylinositol glycan anchor biosynthesis, class F	protein coding gene	ENSMUSG00000024145
MGI:99463	MGI	MGI:99463	Pigh	phosphatidylinositol glycan anchor biosynthesis, class H	protein coding gene	ENSMUSG00000021120
MGI:2681271	MGI	MGI:2681271	Pigl	phosphatidylinositol glycan anchor biosynthesis, class L	protein coding gene	ENSMUSG00000014245
MGI:1203729	MGI	MGI:1203729	Pik3c2a	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	protein coding gene	ENSMUSG00000030660
MGI:1922019	MGI	MGI:1922019	Pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	protein coding gene	ENSMUSG00000032462
MGI:1353576	MGI	MGI:1353576	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	protein coding gene	ENSMUSG00000020573
MGI:1098772	MGI	MGI:1098772	Pik3r2	phosphoinositide-3-kinase regulatory subunit 2	protein coding gene	ENSMUSG00000031834
MGI:2448506	MGI	MGI:2448506	Pi4ka	phosphatidylinositol 4-kinase alpha	protein coding gene	ENSMUSG00000041720
MGI:1298224	MGI	MGI:1298224	Pip5k1c	phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma	protein coding gene	ENSMUSG00000034902
MGI:1197524	MGI	MGI:1197524	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1	protein coding gene	ENSMUSG00000024851
MGI:107374	MGI	MGI:107374	Pitx1	paired-like homeodomain transcription factor 1	protein coding gene	ENSMUSG00000021506
MGI:109340	MGI	MGI:109340	Pitx2	paired-like homeodomain transcription factor 2	protein coding gene	ENSMUSG00000028023
MGI:1100498	MGI	MGI:1100498	Pitx3	paired-like homeodomain transcription factor 3	protein coding gene	ENSMUSG00000025229
MGI:97603	MGI	MGI:97603	Pkd1	polycystin 1, transient receptor potential channel interacting	protein coding gene	ENSMUSG00000032855
MGI:1858231	MGI	MGI:1858231	Pkd2l2	polycystic kidney disease 2-like 2	protein coding gene	ENSMUSG00000014503
MGI:104747	MGI	MGI:104747	Pkia	protein kinase inhibitor, alpha	protein coding gene	ENSMUSG00000027499
MGI:1343086	MGI	MGI:1343086	Pkig	protein kinase inhibitor, gamma	protein coding gene	ENSMUSG00000035268
MGI:109281	MGI	MGI:109281	Pkp4	plakophilin 4	protein coding gene	ENSMUSG00000026991
MGI:1347522	MGI	MGI:1347522	Pla2g10	phospholipase A2, group X	protein coding gene	ENSMUSG00000022683
MGI:106638	MGI	MGI:106638	Pla2g2c	phospholipase A2, group IIC	protein coding gene	ENSMUSG00000028750
MGI:1341796	MGI	MGI:1341796	Pla2g2d	phospholipase A2, group IID	protein coding gene	ENSMUSG00000041202
MGI:2384819	MGI	MGI:2384819	Pla2g4b	phospholipase A2, group IVB (cytosolic)	protein coding gene	ENSMUSG00000098488
MGI:1859152	MGI	MGI:1859152	Pla2g6	phospholipase A2, group VI	protein coding gene	ENSMUSG00000042632
MGI:1270862	MGI	MGI:1270862	Axin2	axin 2	protein coding gene	ENSMUSG00000000142
MGI:1351327	MGI	MGI:1351327	Pla2g7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	protein coding gene	ENSMUSG00000023913
MGI:97610	MGI	MGI:97610	Plat	plasminogen activator, tissue	protein coding gene	ENSMUSG00000031538
MGI:97611	MGI	MGI:97611	Plau	plasminogen activator, urokinase	protein coding gene	ENSMUSG00000021822
MGI:97612	MGI	MGI:97612	Plaur	plasminogen activator, urokinase receptor	protein coding gene	ENSMUSG00000046223
MGI:107465	MGI	MGI:107465	Plcb2	phospholipase C, beta 2	protein coding gene	ENSMUSG00000040061
MGI:107464	MGI	MGI:107464	Plcb4	phospholipase C, beta 4	protein coding gene	ENSMUSG00000039943
MGI:107469	MGI	MGI:107469	Plcd4	phospholipase C, delta 4	protein coding gene	ENSMUSG00000026173
MGI:109585	MGI	MGI:109585	Pld1	phospholipase D1	protein coding gene	ENSMUSG00000027695
MGI:97621	MGI	MGI:97621	Plk1	polo like kinase 1	protein coding gene	ENSMUSG00000030867
MGI:99907	MGI	MGI:99907	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	protein coding gene	ENSMUSG00000019055
MGI:1347007	MGI	MGI:1347007	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2	protein coding gene	ENSMUSG00000032374
MGI:1347008	MGI	MGI:1347008	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	protein coding gene	ENSMUSG00000004846
MGI:104807	MGI	MGI:104807	Pls3	plastin 3 (T-isoform)	protein coding gene	ENSMUSG00000016382
MGI:893575	MGI	MGI:893575	Plscr1	phospholipid scramblase 1	protein coding gene	ENSMUSG00000032369
MGI:1914135	MGI	MGI:1914135	Acadsb	acyl-Coenzyme A dehydrogenase, short/branched chain	protein coding gene	ENSMUSG00000030861
MGI:107684	MGI	MGI:107684	Plxna2	plexin A2	protein coding gene	ENSMUSG00000026640
MGI:2154240	MGI	MGI:2154240	Plxnb3	plexin B3	protein coding gene	ENSMUSG00000031385
MGI:1859214	MGI	MGI:1859214	Pmm2	phosphomannomutase 2	protein coding gene	ENSMUSG00000022711
MGI:1920328	MGI	MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	protein coding gene	ENSMUSG00000029017
MGI:1202302	MGI	MGI:1202302	Pms1	PMS1 homolog 1, mismatch repair system component	protein coding gene	ENSMUSG00000026098
MGI:1355319	MGI	MGI:1355319	Exosc9	exosome component 9	protein coding gene	ENSMUSG00000027714
MGI:88127	MGI	MGI:88127	B2m	beta-2 microglobulin	protein coding gene	ENSMUSG00000060802
MGI:2180564	MGI	MGI:2180564	Pnma1	paraneoplastic antigen MA1	protein coding gene	ENSMUSG00000054383
MGI:2444129	MGI	MGI:2444129	Pnma2	paraneoplastic antigen MA2	protein coding gene	ENSMUSG00000046204
MGI:1349403	MGI	MGI:1349403	B3galt1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	protein coding gene	ENSMUSG00000034780
MGI:97724	MGI	MGI:97724	Pnmt	phenylethanolamine-N-methyltransferase	protein coding gene	ENSMUSG00000038216
MGI:1100514	MGI	MGI:1100514	Pnn	pinin	protein coding gene	ENSMUSG00000020994
MGI:1195461	MGI	MGI:1195461	Septin5	septin 5	protein coding gene	ENSMUSG00000072214
MGI:1349461	MGI	MGI:1349461	B3galt2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	protein coding gene	ENSMUSG00000033849
MGI:1351317	MGI	MGI:1351317	Podxl	podocalyxin-like	protein coding gene	ENSMUSG00000025608
MGI:97740	MGI	MGI:97740	Polb	polymerase (DNA directed), beta	protein coding gene	ENSMUSG00000031536
MGI:1097163	MGI	MGI:1097163	Pold2	polymerase (DNA directed), delta 2, regulatory subunit	protein coding gene	ENSMUSG00000020471
MGI:1354947	MGI	MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	protein coding gene	ENSMUSG00000020718
MGI:1347081	MGI	MGI:1347081	Poli	polymerase (DNA directed), iota	protein coding gene	ENSMUSG00000038425
MGI:1860191	MGI	MGI:1860191	Polm	polymerase (DNA directed), mu	protein coding gene	ENSMUSG00000020474
MGI:1349393	MGI	MGI:1349393	Polr2f	polymerase (RNA) II (DNA directed) polypeptide F	protein coding gene	ENSMUSG00000033020
MGI:2384309	MGI	MGI:2384309	Polr2h	polymerase (RNA) II (DNA directed) polypeptide H	protein coding gene	ENSMUSG00000021018
MGI:97742	MGI	MGI:97742	Pomc	pro-opiomelanocortin-alpha	protein coding gene	ENSMUSG00000020660
MGI:106687	MGI	MGI:106687	Pon2	paraoxonase 2	protein coding gene	ENSMUSG00000032667
MGI:1915166	MGI	MGI:1915166	Plpp3	phospholipid phosphatase 3	protein coding gene	ENSMUSG00000028517
MGI:104740	MGI	MGI:104740	Ppara	peroxisome proliferator activated receptor alpha	protein coding gene	ENSMUSG00000022383
MGI:1100846	MGI	MGI:1100846	Med1	mediator complex subunit 1	protein coding gene	ENSMUSG00000018160
MGI:97747	MGI	MGI:97747	Pparg	peroxisome proliferator activated receptor gamma	protein coding gene	ENSMUSG00000000440
MGI:1888712	MGI	MGI:1888712	Ppbp	pro-platelet basic protein	protein coding gene	ENSMUSG00000029372
MGI:2443834	MGI	MGI:2443834	Ppfia2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	protein coding gene	ENSMUSG00000053825
MGI:894649	MGI	MGI:894649	Ppfibp2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	protein coding gene	ENSMUSG00000036528
MGI:1194898	MGI	MGI:1194898	Ppl	periplakin	protein coding gene	ENSMUSG00000039457
MGI:99878	MGI	MGI:99878	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform	protein coding gene	ENSMUSG00000021096
MGI:2685870	MGI	MGI:2685870	Pdp1	pyruvate dehydrogenase phosphatase catalytic subunit 1	protein coding gene	ENSMUSG00000049225
MGI:104871	MGI	MGI:104871	Ppp1cb	protein phosphatase 1 catalytic subunit beta	protein coding gene	ENSMUSG00000014956
MGI:104872	MGI	MGI:104872	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	protein coding gene	ENSMUSG00000004455
MGI:1889595	MGI	MGI:1889595	Ppp1r1a	protein phosphatase 1, regulatory inhibitor subunit 1A	protein coding gene	ENSMUSG00000022490
MGI:2153588	MGI	MGI:2153588	Ppp1r3a	protein phosphatase 1, regulatory subunit 3A	protein coding gene	ENSMUSG00000042717
MGI:2387581	MGI	MGI:2387581	Ppp1r9b	protein phosphatase 1, regulatory subunit 9B	protein coding gene	ENSMUSG00000038976
MGI:1321161	MGI	MGI:1321161	Ppp2cb	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	protein coding gene	ENSMUSG00000009630
MGI:1919228	MGI	MGI:1919228	Ppp2r2a	protein phosphatase 2, regulatory subunit B, alpha	protein coding gene	ENSMUSG00000022052
MGI:1920180	MGI	MGI:1920180	Ppp2r2b	protein phosphatase 2, regulatory subunit B, beta	protein coding gene	ENSMUSG00000024500
MGI:2442104	MGI	MGI:2442104	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha	protein coding gene	ENSMUSG00000043154
MGI:1349473	MGI	MGI:1349473	Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon	protein coding gene	ENSMUSG00000021051
MGI:107164	MGI	MGI:107164	Ppp3ca	protein phosphatase 3, catalytic subunit, alpha isoform	protein coding gene	ENSMUSG00000028161
MGI:107162	MGI	MGI:107162	Ppp3cc	protein phosphatase 3, catalytic subunit, gamma isoform	protein coding gene	ENSMUSG00000022092
MGI:106642	MGI	MGI:106642	Baat	bile acid-Coenzyme A: amino acid N-acyltransferase	protein coding gene	ENSMUSG00000039653
MGI:1917601	MGI	MGI:1917601	Ppp4r1	protein phosphatase 4, regulatory subunit 1	protein coding gene	ENSMUSG00000061950
MGI:102666	MGI	MGI:102666	Ppp5c	protein phosphatase 5, catalytic subunit	protein coding gene	ENSMUSG00000003099
MGI:1915107	MGI	MGI:1915107	Ppp6c	protein phosphatase 6, catalytic subunit	protein coding gene	ENSMUSG00000026753
MGI:1860075	MGI	MGI:1860075	Ppt2	palmitoyl-protein thioesterase 2	protein coding gene	ENSMUSG00000015474
MGI:97753	MGI	MGI:97753	Ppy	pancreatic polypeptide	protein coding gene	ENSMUSG00000017316
MGI:1858961	MGI	MGI:1858961	Prc1	protein regulator of cytokinesis 1	protein coding gene	ENSMUSG00000038943
MGI:107628	MGI	MGI:107628	Prdm2	PR domain containing 2, with ZNF domain	protein coding gene	ENSMUSG00000057637
MGI:1920093	MGI	MGI:1920093	Prdm4	PR domain containing 4	protein coding gene	ENSMUSG00000035529
MGI:1918029	MGI	MGI:1918029	Prdm5	PR domain containing 5	protein coding gene	ENSMUSG00000029913
MGI:894680	MGI	MGI:894680	Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	protein coding gene	ENSMUSG00000025612
MGI:2151110	MGI	MGI:2151110	Prelp	proline arginine-rich end leucine-rich repeat	protein coding gene	ENSMUSG00000041577
MGI:1270863	MGI	MGI:1270863	Prep	prolyl endopeptidase	protein coding gene	ENSMUSG00000019849
MGI:97551	MGI	MGI:97551	Prf1	perforin 1 (pore forming protein)	protein coding gene	ENSMUSG00000037202
MGI:103294	MGI	MGI:103294	Prg2	proteoglycan 2, bone marrow	protein coding gene	ENSMUSG00000027073
MGI:1858200	MGI	MGI:1858200	Prg3	proteoglycan 3	protein coding gene	ENSMUSG00000027072
MGI:1336173	MGI	MGI:1336173	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	protein coding gene	ENSMUSG00000028518
MGI:1336167	MGI	MGI:1336167	Prkab1	protein kinase, AMP-activated, beta 1 non-catalytic subunit	protein coding gene	ENSMUSG00000029513
MGI:1336185	MGI	MGI:1336185	Prkab2	protein kinase, AMP-activated, beta 2 non-catalytic subunit	protein coding gene	ENSMUSG00000038205
MGI:1336153	MGI	MGI:1336153	Prkag2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein coding gene	ENSMUSG00000028944
MGI:1352493	MGI	MGI:1352493	Bag3	BCL2-associated athanogene 3	protein coding gene	ENSMUSG00000030847
MGI:1918025	MGI	MGI:1918025	Zmynd8	zinc finger, MYND-type containing 8	protein coding gene	ENSMUSG00000039671
MGI:1923422	MGI	MGI:1923422	Cavin3	caveolae associated 3	protein coding gene	ENSMUSG00000037060
MGI:97600	MGI	MGI:97600	Prkch	protein kinase C, eta	protein coding gene	ENSMUSG00000021108
MGI:108022	MGI	MGI:108022	Pkn1	protein kinase N1	protein coding gene	ENSMUSG00000057672
MGI:109211	MGI	MGI:109211	Pkn2	protein kinase N2	protein coding gene	ENSMUSG00000004591
MGI:97601	MGI	MGI:97601	Prkcq	protein kinase C, theta	protein coding gene	ENSMUSG00000026778
MGI:107877	MGI	MGI:107877	Prkcsh	protein kinase C substrate 80K-H	protein coding gene	ENSMUSG00000003402
MGI:97602	MGI	MGI:97602	Prkcz	protein kinase C, zeta	protein coding gene	ENSMUSG00000029053
MGI:108174	MGI	MGI:108174	Prkg1	protein kinase, cGMP-dependent, type I	protein coding gene	ENSMUSG00000052920
MGI:1933736	MGI	MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	protein coding gene	ENSMUSG00000034730
MGI:2451244	MGI	MGI:2451244	Adgrb2	adhesion G protein-coupled receptor B2	protein coding gene	ENSMUSG00000028782
MGI:2441837	MGI	MGI:2441837	Adgrb3	adhesion G protein-coupled receptor B3	protein coding gene	ENSMUSG00000033569
MGI:97770	MGI	MGI:97770	Prodh	proline dehydrogenase	protein coding gene	ENSMUSG00000003526
MGI:2384838	MGI	MGI:2384838	Prpsap2	phosphoribosyl pyrophosphate synthetase-associated protein 2	protein coding gene	ENSMUSG00000020528
MGI:2137336	MGI	MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	protein coding gene	ENSMUSG00000025372
MGI:1929596	MGI	MGI:1929596	Prrg2	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	protein coding gene	ENSMUSG00000007837
MGI:1330838	MGI	MGI:1330838	Lgmn	legumain	protein coding gene	ENSMUSG00000021190
MGI:1921392	MGI	MGI:1921392	Lonp1	lon peptidase 1, mitochondrial	protein coding gene	ENSMUSG00000041168
MGI:1859181	MGI	MGI:1859181	Prss16	serine protease 16 (thymus)	protein coding gene	ENSMUSG00000006179
MGI:102757	MGI	MGI:102757	Try4	trypsin 4	protein coding gene	ENSMUSG00000054106
MGI:1197523	MGI	MGI:1197523	Tmprss15	transmembrane protease, serine 15	protein coding gene	ENSMUSG00000022857
MGI:1923810	MGI	MGI:1923810	Prss8	serine protease 8 (prostasin)	protein coding gene	ENSMUSG00000030800
MGI:1206586	MGI	MGI:1206586	Bap1	Brca1 associated protein 1	protein coding gene	ENSMUSG00000021901
MGI:1919623	MGI	MGI:1919623	Psca	prostate stem cell antigen	protein coding gene	ENSMUSG00000022598
MGI:2183535	MGI	MGI:2183535	Cytip	cytohesin 1 interacting protein	protein coding gene	ENSMUSG00000026832
MGI:1202717	MGI	MGI:1202717	Psen1	presenilin 1	protein coding gene	ENSMUSG00000019969
MGI:3528383	MGI	MGI:3528383	Pskh1	protein serine kinase H1	protein coding gene	ENSMUSG00000048310
MGI:109555	MGI	MGI:109555	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	protein coding gene	ENSMUSG00000028932
MGI:1914339	MGI	MGI:1914339	Psmc6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	protein coding gene	ENSMUSG00000021832
MGI:109617	MGI	MGI:109617	Barx2	BarH-like homeobox 2	protein coding gene	ENSMUSG00000032033
MGI:1914248	MGI	MGI:1914248	Psmd5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	protein coding gene	ENSMUSG00000026869
MGI:1096367	MGI	MGI:1096367	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	protein coding gene	ENSMUSG00000022216
MGI:1346072	MGI	MGI:1346072	Psmf1	proteasome (prosome, macropain) inhibitor subunit 1	protein coding gene	ENSMUSG00000032869
MGI:97788	MGI	MGI:97788	Psph	phosphoserine phosphatase	protein coding gene	ENSMUSG00000029446
MGI:1335088	MGI	MGI:1335088	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2	protein coding gene	ENSMUSG00000025429
MGI:106066	MGI	MGI:106066	Ptafr	platelet-activating factor receptor	protein coding gene	ENSMUSG00000056529
MGI:2681306	MGI	MGI:2681306	Tas2r138	taste receptor, type 2, member 138	protein coding gene	ENSMUSG00000058250
MGI:1095405	MGI	MGI:1095405	Ptch2	patched 2	protein coding gene	ENSMUSG00000028681
MGI:1276575	MGI	MGI:1276575	Ptdss1	phosphatidylserine synthase 1	protein coding gene	ENSMUSG00000021518
MGI:102966	MGI	MGI:102966	Ptgdr	prostaglandin D receptor	protein coding gene	ENSMUSG00000071489
MGI:97794	MGI	MGI:97794	Ptger2	prostaglandin E receptor 2 (subtype EP2)	protein coding gene	ENSMUSG00000037759
MGI:1309478	MGI	MGI:1309478	Baz1a	bromodomain adjacent to zinc finger domain 1A	protein coding gene	ENSMUSG00000035021
MGI:97799	MGI	MGI:97799	Pth	parathyroid hormone	protein coding gene	ENSMUSG00000059077
